data,mes,ano,temp_min,temp_media,temp_max,amplitude_termica,orvalho,umidade_relativa_min,umidade_relativa_media,velocidade_vento_media,velocidade_vento_max,pressao_atm_media,precipitacao_total,obitos_feminino,obitos_masculino,obitos_infantil,obitos_total
27nov2015,11,2015,20.200001,23.6,27.9,7.6999989,17,52,67.199997,3.0999999,10.1,917.09998,0,20,23,,43
19nov2015,11,2015,20.299999,24.799999,32.599998,12.299999,18.700001,39,71.5,1.5,13.5,912.90002,.40000001,16,24,,40
22nov2015,11,2015,20.299999,24.4,30,9.7000008,18.299999,47,69.800003,2.5,8.3000002,916.70001,0,14,32,,46
23nov2015,11,2015,20.4,23.5,28.1,7.7000008,18.799999,59,75.5,1.9,13.9,914.40002,.40000001,14,21,,35
04nov2015,11,2015,20.700001,27.9,34,13.299999,13.4,24,43,1.9,8.5,917.09998,10.8,23,24,,47
01nov2015,11,2015,21.200001,25.6,31.6,10.4,15.4,33,54.599998,2.7,8.1000004,917,0,19,23,,42
29nov2015,11,2015,22.1,24.5,30.6,8.5,18.4,46,70,2,14.6,917.40002,0,21,24,,45
15nov2015,11,2015,22.1,25,27.200001,5.1000004,18.200001,55,66.800003,1,6.3000002,916.09998,0,27,21,,48
03nov2015,11,2015,22.299999,26.6,34.200001,11.900002,14.6,29,49.599998,2.2,10,917.40002,0,25,20,,45
11nov2015,11,2015,22.299999,27,33.099998,10.799999,14.5,29,47.400002,2.5999999,9.3000002,918.40002,0,21,21,,42
05nov2015,11,2015,22.299999,28.9,35.099998,12.799999,12.1,20,37.799999,1.4,7.8000002,915.90002,0,25,16,,41
09nov2015,11,2015,22.299999,25.5,29.1,6.8000011,15.2,40,53.400002,2.5999999,12.4,920.29999,0,14,21,,35
02nov2015,11,2015,22.4,26.5,32.099998,9.6999989,14.4,32,48.5,2.4000001,7.8000002,917,0,18,26,,44
06nov2015,11,2015,22.4,29.1,35.900002,13.500002,14.1,22,41.900002,1.5,7.8000002,916.29999,0,16,28,,44
10nov2015,11,2015,22.6,27.200001,32.700001,10.1,14.4,32,46.700001,3.0999999,9.5,920.29999,0,19,22,,41
12nov2015,11,2015,22.700001,26.1,34.400002,11.700001,15.6,27,54.799999,1.2,13.7,915.79999,0,24,23,,47
07nov2015,11,2015,23.1,28,34.700001,11.6,15.6,25,49.799999,2.8,8.8000002,917.29999,0,20,29,,49
31dec2015,12,2015,17.4,23.799999,31.1,13.700001,17.200001,40,69.599998,1,7,918.29999,12.2,17,23,,40
19dec2015,12,2015,17.700001,23.700001,31.1,13.4,16.4,36,66.900002,1.2,7.5,918.90002,6.8000002,23,19,,42
08dec2015,12,2015,18.1,23,29.700001,11.6,19.1,49,80,1.2,19.200001,918.40002,26.4,15,22,,37
27dec2015,12,2015,18.200001,21.799999,26.799999,8.5999985,17,50,75,1,7,918,22.6,14,33,,47
14dec2015,12,2015,18.799999,24.1,30.4,11.6,17.200001,39,68.300003,2,11.7,918.90002,3.5999999,23,19,1,43
04dec2015,12,2015,18.799999,24.9,31.4,12.6,17.5,40,65.300003,1.8,8.3999996,915.70001,0,22,23,,45
29dec2015,12,2015,19,23.4,27.299999,8.2999992,16.700001,50,66.300003,1.2,6.3000002,921,0,24,16,,40
05dec2015,12,2015,19,23.4,30.5,11.5,18,48,74,1.7,16,915.70001,12,23,21,,44
11dec2015,12,2015,19.200001,23.9,30.299999,11.099998,18.299999,46,73.400002,1.4,7.4000001,918.29999,17.4,27,30,,57
07dec2015,12,2015,19.299999,24.1,30.4,11.1,18.6,43,73.599998,1.8,10.6,916.59998,2.2,27,21,,48
18dec2015,12,2015,19.299999,22.6,30.6,11.300001,16.6,43,70.099998,2.3,18,918.79999,23.799999,24,25,,49
20dec2015,12,2015,19.299999,24.1,30.4,11.1,16.6,37,64.099998,1.8,10.4,919,.40000001,14,13,,27
26dec2015,12,2015,19.299999,22.4,30.1,10.800001,17.5,39,75.400002,1.5,7.6999998,918.20001,2,18,16,,34
28dec2015,12,2015,19.6,23.200001,27.9,8.2999992,16.4,48,66.599998,1.1,5.5999999,918.79999,0,21,20,,41
06dec2015,12,2015,19.799999,23.799999,28.700001,8.9000015,18.5,53,73.5,1.7,8.3000002,916.29999,.2,19,23,,42
09dec2015,12,2015,19.799999,22.5,26.1,6.3000011,18.799999,62,79.900002,1.5,11.4,919.90002,10.6,14,22,,36
10dec2015,12,2015,20.1,23.9,30.700001,10.6,18.5,48,73,1.4,16,918,1.4,14,17,,31
01dec2015,12,2015,20.200001,24.6,30.6,10.4,18.700001,45,71.300003,2.2,8,919.70001,11.4,20,28,,48
16dec2015,12,2015,20.200001,26.1,31.6,11.4,15.8,30,55.099998,2.3,10.6,917.79999,0,15,21,,36
12dec2015,12,2015,20.299999,24.9,31,10.700001,17.700001,40,66,1.7,8.1000004,918.5,0,15,19,,34
03dec2015,12,2015,20.4,24.5,30.9,10.5,19,45,73.800003,1.4,7.4000001,917,7,14,26,,40
23dec2015,12,2015,20.4,25.1,30,9.6000004,15.6,38,56.5,3,9.5,919.79999,0,19,12,,31
30dec2015,12,2015,20.5,22.200001,28,7.5,17.4,57,75.199997,1.2,14.1,921.09998,0,16,28,,44
22dec2015,12,2015,20.6,25,30.5,9.8999996,15.8,41,57,2.9000001,10,919.29999,0,21,13,,34
24dec2015,12,2015,20.6,25.1,30.799999,10.199999,15.1,32,55.099998,2.4000001,8.1000004,919.90002,0,14,27,,41
21dec2015,12,2015,21.1,24.700001,29.1,8,16.200001,44,59.5,2.7,9.1999998,918.90002,.2,19,24,,43
15dec2015,12,2015,21.6,25.5,31.4,9.7999992,16.799999,37,59.200001,2.2,12.6,918.5,0,12,22,,34
17dec2015,12,2015,21.799999,25.1,31.5,9.7000008,16,35,58,2.3,13.8,918.40002,0,20,28,,48
02dec2015,12,2015,21.9,24.200001,30.9,9,19.299999,46,74.599998,2,8.6999998,918.40002,.2,24,18,,42
25dec2015,12,2015,22.1,24.4,30.700001,8.6000004,16.299999,38,61.5,1.9,9.8000002,919.20001,0,18,17,,35
13dec2015,12,2015,22.700001,25.200001,29.6,6.8999996,17.5,50,63,2.5,8.3999996,918.70001,0,25,21,,46
05jan2016,1,2016,17.9,22.1,27.5,9.6000004,16.200001,50,70.099998,2.4000001,8.6000004,918.79999,6.8000002,20,17,,37
22jan2016,1,2016,18.1,21.700001,26.6,8.5,16.1,54,71.199997,2.5,9,916.59998,0,22,16,,38
26jan2016,1,2016,18.299999,23.6,30.5,12.200001,19.1,44,77.5,1.5,8.8000002,916.59998,39.200001,18,20,,38
23jan2016,1,2016,18.5,22.9,30.299999,11.799999,17.200001,43,71.400002,1.4,9.8000002,917.20001,0,23,20,,43
06jan2016,1,2016,18.5,23.799999,30,11.5,15.4,37,60.900002,1.8,8.6999998,917.70001,0,17,23,,40
21jan2016,1,2016,18.799999,22.299999,27.4,8.6000004,17.1,57,73.099998,2.9000001,9.1000004,914.79999,.2,13,15,,28
17jan2016,1,2016,19,20.6,23.200001,4.2000008,19.1,80,91.5,1.9,6.6999998,914.09998,93.199997,23,17,,40
25jan2016,1,2016,19.1,23.200001,29.5,10.4,18.5,48,76.099998,1.1,5.5,917.70001,15.4,20,20,,40
18jan2016,1,2016,19.1,21.5,27.200001,8.1000004,19.1,69,86.900002,2.2,8.3999996,914.5,19.4,20,37,,57
03jan2016,1,2016,19.299999,22.5,27.700001,8.4000015,18.4,58,78.199997,1.2,11.9,916.20001,11,21,20,,41
04jan2016,1,2016,19.5,21.200001,26,6.5,18.700001,63,86.099998,1.4,6.5999999,917.70001,14.8,16,19,,35
29jan2016,1,2016,19.6,22.6,27.700001,8.1000004,18.700001,49,80.400002,1.8,8,919.90002,32.599998,12,20,,32
20jan2016,1,2016,19.700001,21.799999,25.799999,6.0999985,18.5,65,82,2.7,10,913.79999,43,19,21,,40
31jan2016,1,2016,19.700001,24.700001,30.6,10.9,14.4,26,54.099998,2.3,8.8000002,920.90002,0,17,20,,37
13jan2016,1,2016,19.9,21.5,24.299999,4.3999996,19.6,77,88.800003,1.6,8.1999998,915.59998,25.200001,19,26,,45
19jan2016,1,2016,20,21.6,25.200001,5.2000008,19.9,76,90.300003,1.7,7.6999998,914.09998,7.1999998,27,27,,54
30jan2016,1,2016,20,24.4,30.4,10.4,16.299999,34,62.599998,2.0999999,7.9000001,920.59998,2,13,20,,33
01jan2016,1,2016,20.1,26.1,32.099998,11.999998,18.299999,40,63.900002,1.1,8.3999996,915.90002,4,22,35,,57
08jan2016,1,2016,20.1,25.1,29.9,9.7999992,17.9,48,65.300003,2.0999999,8,916,0,20,25,,45
24jan2016,1,2016,20.200001,22.799999,31,10.799999,17.9,39,75.300003,2.0999999,8.8999996,917.5,0,22,21,,43
16jan2016,1,2016,20.299999,21.1,22,1.7000008,19.799999,91,92.900002,1.4,7.3000002,914,35.400002,18,18,,36
14jan2016,1,2016,20.4,23.5,28.700001,8.3000011,19.799999,57,80.5,2,11.6,914.70001,.60000002,19,19,,38
15jan2016,1,2016,20.799999,21.6,24.200001,3.4000015,20.1,74,90.900002,1.9,10.6,915.09998,7.4000001,13,24,,37
27jan2016,1,2016,20.799999,24.799999,30.4,9.6000004,19.6,50,73.699997,1.5,6.5999999,915.90002,12.8,22,29,,51
11jan2016,1,2016,20.9,26,31.799999,10.9,16.5,38,56.700001,2,10,917.29999,0,20,24,,44
07jan2016,1,2016,21,25,30.700001,9.7000008,16.6,40,60,2.0999999,8.6000004,915.79999,0,24,24,,48
28jan2016,1,2016,21.299999,23.4,28.9,7.6000004,20,58,82,1.7,8.1999998,917.79999,2.2,14,14,,28
02jan2016,1,2016,21.299999,24,31.9,10.6,18.6,42,72.800003,1.3,17.6,915.90002,0,14,14,,28
12jan2016,1,2016,21.299999,22.700001,27.1,5.8000011,19.299999,55,82.099998,1.6,14.8,916.20001,3,21,24,,45
10jan2016,1,2016,21.4,25.6,31,9.6000004,17.799999,42,63.5,2.3,8.6999998,918.29999,0,19,23,,42
09jan2016,1,2016,21.700001,24.799999,29.299999,7.5999985,18.1,49,67,2.2,9.1999998,917.90002,0,21,21,,42
27feb2016,2,2016,18.299999,23,31.799999,13.5,18.299999,40,76.800003,1.4,9.6000004,919,50.599998,29,18,,47
13feb2016,2,2016,18.5,23.5,28.9,10.4,18.9,55,76.400002,2.4000001,8.6000004,916.5,86.400002,24,16,,40
29feb2016,2,2016,18.6,23.6,30.200001,11.6,19.1,46,78.199997,.89999998,8.6999998,919,50.599998,19,20,,39
26feb2016,2,2016,19,22.4,29.6,10.6,18.5,49,80.300003,1.5,22,917.79999,21.200001,27,20,,47
18feb2016,2,2016,19.700001,24.6,28.9,9.1999989,18.1,47,68.400002,1.6,10,918.70001,7.1999998,31,18,,49
16feb2016,2,2016,19.700001,25.200001,31.9,12.199999,17.5,39,64.099998,1.5,8.8000002,918.59998,0,27,21,,48
09feb2016,2,2016,20,25.1,31.700001,11.700001,14,30,51.299999,1.9,7.1999998,921.09998,0,23,20,,43
28feb2016,2,2016,20,23.1,31,11,19.1,46,80.400002,1.4,24.4,919.29999,19.6,19,23,,42
06feb2016,2,2016,20,25.799999,32,12,16,31,56.5,1.8,9.1000004,920.20001,.2,31,36,,67
14feb2016,2,2016,20.200001,25,31.4,11.199999,18.700001,43,69.199997,1.6,8,916.70001,0,18,27,,45
25feb2016,2,2016,20.299999,24.299999,32.099998,11.799999,17.200001,36,66.400002,1.7,16.200001,917.40002,.40000001,24,31,1,56
03feb2016,2,2016,20.4,25.799999,31.799999,11.4,16.1,34,56.099998,1.8,7.5,917.59998,0,20,20,,40
24feb2016,2,2016,20.5,24.299999,31,10.5,18.200001,42,55.200001,1.9,6.9000001,918.70001,0,30,16,,46
02feb2016,2,2016,20.6,26.1,32.599998,11.999998,16.5,32,57.5,1.6,7.8000002,918.5,0,18,22,,40
12feb2016,2,2016,20.700001,23.6,31,10.299999,18.299999,43,74,1.8,25,916.79999,0,26,17,,43
01feb2016,2,2016,20.700001,25.4,31.9,11.199999,16,34,57.099998,1.7,7.1999998,920.5,0,18,33,,51
05feb2016,2,2016,20.799999,25.200001,31,10.200001,16.4,35,59.599998,2.0999999,7.3000002,919.59998,.2,18,17,,35
10feb2016,2,2016,20.9,26.9,33,12.1,15,30,50,1.6,6.9000001,919.40002,0,18,26,,44
11feb2016,2,2016,21,27.1,32.900002,11.900002,16.299999,31,53.299999,1.4,8.1999998,916.90002,0,21,33,,54
20feb2016,2,2016,21.1,26.1,31.700001,10.6,15.9,30,55.5,1.9,7.3000002,917.79999,1.4,14,28,,42
17feb2016,2,2016,21.4,26.799999,32.099998,10.699999,17.299999,35,58.400002,1.3,7.1999998,918.09998,0,28,22,,50
22feb2016,2,2016,21.4,25,29.5,8.1000004,17.299999,49,62.900002,2.9000001,9.8999996,918.40002,0,16,24,,40
07feb2016,2,2016,21.6,25.9,30.9,9.2999992,15.9,37,54.799999,2.0999999,7.5,919.70001,0,18,24,,42
19feb2016,2,2016,21.6,24.700001,30.299999,8.6999989,16.799999,41,62.5,1.1,6.9000001,918.09998,.2,28,20,,48
15feb2016,2,2016,21.700001,25.200001,31.4,9.6999989,18.5,43,67.800003,1.9,14.4,917.90002,0,22,27,,49
08feb2016,2,2016,21.9,25.1,30.299999,8.3999996,15.6,39,56.200001,2.7,10.5,920.29999,0,21,32,,53
04feb2016,2,2016,22.200001,25.299999,30.799999,8.5999985,16.799999,37,60.299999,1.9,9.3000002,918.09998,0,22,26,,48
21feb2016,2,2016,22.299999,25.9,30.4,8.1000004,16.4,42,56.200001,2.2,7.5,917.5,0,24,24,,48
23feb2016,2,2016,22.799999,24.299999,31,8.2000008,18.200001,35,70.900002,1.9,8.3999996,918.70001,0,24,19,,43
20mar2016,3,2016,16.9,23.9,29.700001,12.800001,16.4,39,64.5,1.9,8.1999998,919.40002,0,20,34,,54
21mar2016,3,2016,18,23.799999,29.9,11.9,16.1,34,63.599998,1.7,8.1000004,919.90002,0,27,22,,49
19mar2016,3,2016,18,24.1,30.4,12.4,17.1,40,66.5,1.5,5.9000001,919.40002,1.6,21,30,,51
05mar2016,3,2016,18.200001,21.799999,27.1,8.8999996,18.1,57,80.699997,1.3,8.6000004,918.5,23,24,25,,49
13mar2016,3,2016,18.6,22.4,28.299999,9.6999989,18.6,54,80.099998,1.5,9.8999996,920.5,.40000001,24,24,,48
24mar2016,3,2016,18.700001,22.5,27.9,9.1999989,18,45,76.800003,1.1,8.3999996,918.40002,33.599998,23,27,,50
25mar2016,3,2016,18.9,24.4,29.5,10.6,18.4,50,70.199997,2.2,7.5999999,918.79999,13.4,18,16,,34
18mar2016,3,2016,19,23.1,28.9,9.8999996,17.1,46,70.199997,1.9,7.5999999,920.40002,0,20,19,,39
27mar2016,3,2016,19.1,23.700001,30.1,11,18.4,47,73.800003,1.7,7.4000001,920.40002,3.2,21,21,,42
01mar2016,3,2016,19.1,23.799999,29.4,10.299999,18.1,51,71.199997,2.4000001,9.3000002,919.90002,2.2,24,21,,45
30mar2016,3,2016,19.299999,24.299999,28.299999,9,17.299999,48,65.599998,2.0999999,8.3999996,921.70001,0,25,15,,40
16mar2016,3,2016,19.5,23.4,28,8.5,16.700001,46,67,2,7.8000002,922.29999,0,18,22,1,41
22mar2016,3,2016,19.5,25,31.200001,11.700001,16.4,33,60.900002,1.5,6,919.59998,0,13,22,,35
14mar2016,3,2016,19.6,23,27.5,7.8999996,18.1,57,74.400002,2.0999999,8,921.79999,22.4,16,27,,43
09mar2016,3,2016,19.700001,23.799999,28.5,8.7999992,15.9,42,62.299999,2.5999999,10.1,918.59998,0,22,17,,39
29mar2016,3,2016,19.700001,24.5,29.4,9.6999989,16.6,43,62.400002,1.8,6.4000001,920.70001,0,28,18,,46
31mar2016,3,2016,19.799999,24.200001,29,9.2000008,17.6,50,67.099998,2.0999999,7.5,921.79999,0,14,28,,42
06mar2016,3,2016,20,24.200001,31.1,11.1,18.9,43,73.300003,1.3,10.6,918.90002,0,20,19,,39
15mar2016,3,2016,20,23.700001,28.1,8.1000004,16.4,43,65.099998,2.7,8.6000004,922,.2,15,19,,34
04mar2016,3,2016,20,22.5,27.9,7.8999996,18.700001,57,79.800003,1.1,10.8,916.40002,.80000001,24,24,,48
17mar2016,3,2016,20.1,23.4,28.6,8.5,16.299999,44,65.400002,2.8,9.3000002,921.5,0,19,23,,42
10mar2016,3,2016,20.4,24.9,30.799999,10.4,16.5,40,60.5,1.8,7.5,917.20001,0,22,23,,45
08mar2016,3,2016,20.4,24.299999,29.5,9.1000004,16.799999,33,64.699997,2,8.5,919.20001,0,24,19,,43
03mar2016,3,2016,20.5,23.5,28,7.5,16.9,51,66.800003,1.5,10.5,917.59998,0,29,17,,46
26mar2016,3,2016,20.6,23.1,27.700001,7.1000004,18.5,58,75.900002,1.4,8.3000002,920.29999,0,19,31,,50
02mar2016,3,2016,20.700001,24.200001,29.4,8.6999989,17.299999,46,66.300003,2.4000001,8.3999996,919.40002,0,25,28,,53
23mar2016,3,2016,20.9,24.200001,31.700001,10.800001,18,39,69.300003,1.1,7.3000002,918.20001,0,30,22,,52
12mar2016,3,2016,20.9,22.1,25.200001,4.3000011,19.299999,72,84.199997,1.1,10,919.09998,1,22,27,,49
28mar2016,3,2016,21.200001,24.4,28.9,7.6999989,16.9,40,63.900002,2.0999999,8,920,.2,27,25,,52
11mar2016,3,2016,21.5,23.9,28.299999,6.7999992,18.1,53,70.300003,1.1,11.3,917.20001,0,25,21,,46
07mar2016,3,2016,21.700001,24.1,29.1,7.3999996,19,52,73.5,1.9,5.9000001,919.09998,6.5999999,24,33,,57
30apr2016,4,2016,15.7,18.5,23.4,7.6999998,16.200001,69,86.699997,.80000001,5.5999999,918.20001,17.799999,18,20,,38
24apr2016,4,2016,16,22.5,28.5,12.5,12.5,35,54.099998,2,9.1999998,918.40002,0,28,32,,60
12apr2016,4,2016,17.4,24,29.9,12.5,14.7,32,57,2.2,7.8000002,920.29999,0,19,28,,47
06apr2016,4,2016,17.6,23.799999,28.799999,11.199999,16,42,62.5,2,6.6999998,919.59998,0,16,23,,39
15apr2016,4,2016,17.799999,24.299999,30.4,12.6,14,33,54.200001,1.8,7.5,920.79999,0,25,34,,59
10apr2016,4,2016,17.799999,24.700001,30.700001,12.900002,14.4,31,54.599998,1.8,7.8000002,917.90002,0,21,22,,43
05apr2016,4,2016,17.9,24.1,29,11.1,15.4,38,59.599998,1.8,8.6000004,921.79999,0,18,22,,40
09apr2016,4,2016,18.200001,24.6,30.799999,12.599998,14.9,28,57.400002,1.6,6.9000001,917.70001,0,19,22,,41
29apr2016,4,2016,18.299999,18.6,20.1,1.8000011,16.200001,81,86.099998,1.7,7.1999998,919.20001,17.799999,23,22,,45
07apr2016,4,2016,18.299999,24.1,30,11.700001,15.9,36,61.900002,1.4,6.6999998,917.90002,0,25,20,,45
08apr2016,4,2016,18.5,24.799999,31,12.5,15.8,33,59.5,1,6,916.79999,0,22,26,,48
26apr2016,4,2016,18.700001,24,30.4,11.699999,14.5,34,56.799999,1.3,6.6999998,915.59998,0,23,25,,48
25apr2016,4,2016,19,23.6,30.299999,11.299999,13.7,31,55,1.7,6.5,916.5,0,18,16,,34
11apr2016,4,2016,19,24.5,29.700001,10.700001,14.5,35,54.799999,2.0999999,9.3999996,919.09998,0,19,25,,44
28apr2016,4,2016,19,21.6,27.299999,8.2999992,17.700001,52,79.800003,1.3,7.9000001,918.5,.2,23,20,,43
18apr2016,4,2016,19.1,23.299999,29.200001,10.1,16,43,64.800003,2.0999999,7.9000001,922.79999,0,28,23,,51
01apr2016,4,2016,19.200001,24.5,30.6,11.4,17.299999,39,66.300003,1.4,7.1999998,920.29999,0,20,36,,56
04apr2016,4,2016,19.299999,24.799999,30.5,11.200001,17.200001,41,64.099998,1.7,7.5999999,920.79999,0,28,23,,51
20apr2016,4,2016,19.4,23.299999,28.700001,9.3000011,15.3,44,61.5,2.7,9.3999996,921,0,19,19,,38
16apr2016,4,2016,19.6,23.799999,29,9.3999996,14,30,55.5,2.3,9.3999996,921.29999,0,16,31,,47
02apr2016,4,2016,19.6,23.5,30,10.4,17.5,40,69.900002,1.4,8.1999998,918.79999,0,23,25,,48
03apr2016,4,2016,19.700001,24.6,30.9,11.199999,17.5,39,66.400002,1.5,6.9000001,919.09998,0,20,27,,47
17apr2016,4,2016,19.799999,23.799999,29.1,9.3000011,15.1,41,58.599998,2.5999999,8.8000002,922.70001,0,28,21,,49
19apr2016,4,2016,20.1,23.5,28.5,8.3999996,14.9,40,59.5,2.5,9.6999998,921.70001,0,26,22,,48
21apr2016,4,2016,20.4,24.299999,30.299999,9.8999996,15.6,37,59.799999,2.0999999,7,919.79999,0,16,25,,41
23apr2016,4,2016,20.5,23.700001,29,8.5,14.4,34,57.099998,2.3,9.1000004,919.59998,.40000001,23,28,,51
27apr2016,4,2016,20.6,23,26.9,6.2999992,16.6,50,67.800003,1.2,7.8000002,917.20001,0,23,20,,43
14apr2016,4,2016,20.700001,24.200001,29.700001,9,15.3,34,58.900002,2.3,8.1999998,921,0,23,25,,48
22apr2016,4,2016,20.799999,24.4,31,10.200001,15.5,33,59.200001,1.6,10.1,920,0,21,29,,50
13apr2016,4,2016,21.1,24.200001,29.1,8,15.7,37,60.299999,2.5999999,9.6999998,920.79999,0,16,20,,36
29may2016,5,2016,12.9,19,26,13.1,11.8,39,65.5,1,5.5999999,922,0,19,19,,38
02may2016,5,2016,13.5,19.1,25.5,12,12.4,48,66,2.2,7.8000002,921.5,0,21,22,,43
30may2016,5,2016,14,20.5,28.6,14.6,12,31,61.299999,.80000001,4.8000002,919.29999,0,25,17,,42
27may2016,5,2016,14.2,20.1,25.799999,11.599999,12.6,37,64.699997,1.3,7.3000002,921.40002,0,18,20,,38
28may2016,5,2016,15,19,22.700001,7.7000008,12.9,51,68.5,1.6,8.1000004,923.09998,0,18,12,,30
16may2016,5,2016,15.2,20.6,27.6,12.400001,14.7,47,70.800003,1.6,8.5,920.79999,0,20,17,,37
31may2016,5,2016,15.3,21.799999,28.799999,13.499999,13.4,34,61.700001,.80000001,5.4000001,918.5,0,14,24,,38
25may2016,5,2016,15.4,18.9,25,9.6000004,11.7,47,63.700001,2.8,9.3999996,925,0,26,34,,60
03may2016,5,2016,15.9,20.299999,26.799999,10.9,13,40,65.300003,2.3,8.1000004,921.70001,0,24,17,,41
26may2016,5,2016,16,19.299999,25.5,9.5,12.9,44,67.5,1.7,6.9000001,922.40002,0,21,23,,44
04may2016,5,2016,16.1,21.1,27.9,11.799999,12.4,38,58.599998,1.5,7,920.79999,0,25,25,,50
08may2016,5,2016,16.299999,22.5,28.799999,12.5,14.2,37,61.599998,1.4,5.5999999,919.90002,0,23,20,,43
01may2016,5,2016,16.6,20.799999,27.200001,10.6,13.6,33,66.900002,1,6,919.09998,0,20,32,,52
05may2016,5,2016,16.6,22.1,28.9,12.299999,14.3,36,63.200001,1.4,5.9000001,921,0,26,23,,49
23may2016,5,2016,16.700001,22.5,28.799999,12.099998,15.5,43,67.099998,1.2,7.8000002,921.20001,0,25,29,,54
24may2016,5,2016,16.9,20,23.9,7,14.1,57,69.5,2,8.3000002,923.5,0,19,26,,45
13may2016,5,2016,16.9,21.1,25.5,8.6000004,14.7,52,67.5,1.9,8.1000004,921.09998,0,13,20,,33
22may2016,5,2016,17,21.700001,28.700001,11.700001,15.1,36,67.699997,1.6,6.3000002,921.59998,0,19,18,,37
18may2016,5,2016,17.1,23.1,30.200001,13.1,15.3,34,64.699997,.80000001,7.9000001,918.79999,0,22,24,,46
07may2016,5,2016,17.1,21.9,28.200001,11.1,14.4,40,63.799999,1.8,7.3000002,921.20001,0,30,25,,55
15may2016,5,2016,17.1,19.700001,24.700001,7.6000004,14,50,70.5,2.3,9,922.5,0,17,28,,45
17may2016,5,2016,17.1,22.4,28.700001,11.6,16,45,69,1.2,7.3000002,918.5,0,20,25,,45
11may2016,5,2016,17.4,22.9,29.6,12.200001,14.9,38,62.900002,.89999998,6.0999999,919.59998,0,22,24,,46
06may2016,5,2016,17.799999,21.5,27.4,9.6000004,14.7,43,65.699997,2.4000001,8,921.40002,0,12,21,,33
12may2016,5,2016,17.9,23,28.6,10.700001,15.2,39,63.299999,.80000001,6.3000002,920.20001,0,29,29,,58
14may2016,5,2016,18,19.799999,24,6,13.9,57,69,2.5999999,8.5,922.79999,0,21,10,,31
19may2016,5,2016,18.4,22.9,28,9.6000004,16.700001,47,68.900002,1.9,7.4000001,921,0,18,24,,42
09may2016,5,2016,18.6,22.5,27.9,9.2999992,15,39,63.400002,1.7,5.5,920.20001,0,26,29,,55
10may2016,5,2016,18.9,23,29.4,10.5,14.8,38,61.700001,1.5,6.6999998,919.79999,0,20,28,,48
21may2016,5,2016,19,21.9,27.1,8.1000004,15,44,66.300003,1.9,7.0999999,923.20001,0,18,21,,39
20may2016,5,2016,19.200001,21.9,25.9,6.6999989,16.200001,50,70.900002,2.7,8.3000002,923.59998,0,27,23,,50
15jun2016,6,2016,10.7,17,23.700001,13.000001,8.8000002,26,60.700001,1.6,6.4000001,926.59998,0,33,24,,57
28jun2016,6,2016,11.1,16.200001,21.200001,10.1,11.8,58,75.800003,1.4,6.6999998,926.79999,0,27,18,,45
16jun2016,6,2016,11.2,17.200001,24.6,13.400001,9.8999996,33,65,1.4,5.6999998,925,0,16,23,,39
18jun2016,6,2016,11.8,18.4,26.5,14.7,9.5,23,60.599998,1.4,6,923,0,25,23,,48
17jun2016,6,2016,11.9,17.6,24.6,12.700001,9,29,59.299999,1.7,6.9000001,923.40002,0,32,23,,55
19jun2016,6,2016,12,19,26.4,14.4,9.5,25,57.599998,1.7,6.6999998,923.40002,0,18,17,,35
12jun2016,6,2016,12.2,17.6,24.299999,12.099999,10.1,33,64.400002,1,6.8000002,923.59998,0,23,26,,49
29jun2016,6,2016,12.3,18.6,24.200001,11.900001,11.9,44,66.699997,2.3,7.9000001,926.09998,0,27,23,,50
14jun2016,6,2016,12.4,15.8,21.5,9.1000004,9.5,49,67,2.5,10.3,927.70001,0,23,23,,46
13jun2016,6,2016,12.7,16,22,9.3000002,11.5,56,74.900002,2.4000001,8.5,926.20001,0,17,22,,39
27jun2016,6,2016,13.2,17,21.9,8.6999998,10.1,45,64.5,2.2,8.8000002,927.40002,0,27,11,,38
23jun2016,6,2016,13.7,19.5,26.299999,12.599999,11.7,36,63.299999,1.1,5.5,923.09998,0,24,23,,47
26jun2016,6,2016,13.9,17.4,22.6,8.7000008,9.3000002,38,60.099998,2.9000001,9.6999998,926.70001,0,21,20,,41
20jun2016,6,2016,14.1,19,24.700001,10.6,11.8,39,64.599998,2,8,923,0,21,26,,47
24jun2016,6,2016,14.2,20,26.6,12.400001,12.9,38,65.5,1.5,6.8000002,923.40002,0,28,40,,68
22jun2016,6,2016,14.4,17.9,21.799999,7.3999996,12.2,53,69.800003,2.3,9.1999998,924.5,0,15,27,,42
25jun2016,6,2016,16,19,23.4,7.3999996,11.5,34,63.5,2.9000001,9.3999996,925.79999,0,25,24,,49
21jun2016,6,2016,16,19,24.4,8.3999996,12.7,45,68.099998,2.3,8.6000004,924,0,17,21,,38
11jun2016,6,2016,16.4,19,23.200001,6.8000011,10.7,36,61.5,.80000001,6.8000002,921.59998,0,24,23,,47
30jun2016,6,2016,16.4,18.9,22.299999,5.8999996,13.7,60,72.400002,2.4000001,8.5,925.90002,0,30,27,,57
09jun2016,6,2016,16.4,20.6,26.1,9.7000008,14.9,47,71.599998,1.2,6.4000001,920.70001,.60000002,18,16,,34
02jun2016,6,2016,16.5,18.9,21.4,4.8999996,16,68,83.5,.80000001,16.799999,917.59998,13.6,20,28,1,49
04jun2016,6,2016,16.5,19.6,25.200001,8.7000008,17.1,61,86,.60000002,4.3000002,918.59998,8,35,30,,65
