data,mes,ano,temp_min,temp_media,temp_max,amplitude_termica,orvalho,umidade_relativa_min,umidade_relativa_media,velocidade_vento_media,velocidade_vento_max,pressao_atm_media,precipitacao_total,obitos_feminino,obitos_masculino,obitos_infantil,obitos_total
12sep2023,9,2023,17.1,22.6,30.6,13.5,10.1,24,47.400002,1.9,7.3000002,921.5,0,24,16,,40
07sep2023,9,2023,17.5,21.6,28.1,10.6,13,33,60.200001,2.8,9.6000004,924.29999,0,22,19,,41
10sep2023,9,2023,17.5,21.9,28.6,11.1,10.6,27,50.299999,2.7,11.7,922.20001,0,8,17,,25
22sep2023,9,2023,17.700001,23.9,32.099998,14.399998,11.6,28,47.900002,1.9,9,918.79999,0,31,28,,59
03sep2023,9,2023,18,22.9,31,13,16,39,67.199997,2,7.8000002,920.59998,0,26,22,,48
13sep2023,9,2023,18.1,23.9,32.400002,14.300001,13,25,53.900002,2.0999999,7.5999999,919.29999,0,19,13,,32
23sep2023,9,2023,18.299999,26,34.099998,15.799999,12.5,25,45.599998,1.4,6.1999998,917.20001,0,31,24,,55
21sep2023,9,2023,18.299999,22.9,30,11.700001,12.1,30,53.099998,2.8,9.3999996,920.09998,0,16,15,,31
30sep2023,9,2023,18.4,22.799999,30.6,12.200001,15.3,39,64.5,2.5999999,10.8,919.79999,.2,26,14,,40
04sep2023,9,2023,18.5,23.9,32.099998,13.599998,15.7,34,63.5,2.3,7.5,920.29999,0,17,20,,37
29sep2023,9,2023,18.5,21.299999,27.700001,9.2000008,16,50,72.099998,2.5,10.1,920.29999,7.5999999,26,30,,56
14sep2023,9,2023,18.6,24.9,34.299999,15.699999,13.4,24,53.299999,2.4000001,16.4,917.90002,0,23,28,,51
01sep2023,9,2023,18.6,22.799999,29.1,10.5,15.4,40,64.599998,2.2,8.3000002,921.09998,0,24,27,,51
02sep2023,9,2023,18.6,22.9,29.299999,10.699999,15.1,40,63,2.4000001,8.3000002,921.20001,0,18,26,,44
18sep2023,9,2023,18.799999,24.5,32.200001,13.400002,12.9,26,51.299999,2.3,8.6999998,921.20001,0,22,25,,47
05sep2023,9,2023,18.9,23.1,32.400002,13.500002,16.4,33,68.400002,2,11.8,921.29999,0,24,20,,44
20sep2023,9,2023,19,23.700001,31.6,12.6,13.7,30,55.900002,2.8,9.1000004,920.20001,0,26,17,,43
19sep2023,9,2023,19.200001,25,33.900002,14.700001,12.8,18,50,2.4000001,8.6000004,919.70001,0,23,27,,50
24sep2023,9,2023,19.4,28.1,37.099998,17.699999,13,19,42.299999,1.5,7.3000002,916.09998,0,36,20,,56
06sep2023,9,2023,19.4,21.4,25.299999,5.8999996,16.5,57,74.099998,2.0999999,8.1999998,923.40002,2,23,22,,45
17sep2023,9,2023,19.5,24.6,31.9,12.4,14.4,31,56.400002,2.8,10.6,921.40002,0,29,27,,56
16sep2023,9,2023,19.9,24.299999,32.900002,13.000002,15.6,27,61.5,2.5999999,8.3000002,920.79999,0,21,24,,45
28sep2023,9,2023,20.200001,25.9,36,15.799999,16.799999,29,62,1.2,14.3,915.79999,1,32,23,,55
15sep2023,9,2023,20.6,23.5,29,8.3999996,14.1,38,56.5,1.8,14.7,919.59998,0,38,25,,63
25sep2023,9,2023,22.1,30,38.599998,16.499998,13.4,13,40.200001,1.2,6.8000002,915.5,0,25,28,,53
27sep2023,9,2023,22.799999,27.700001,33.5,10.700001,15.8,28,50,1,6.5,914.20001,0,24,27,,51
26sep2023,9,2023,25.700001,29.799999,36,10.299999,12.1,21,34.599998,1.8,8.8999996,914.79999,0,25,25,,50
02oct2023,10,2023,17.700001,22.200001,29.6,11.9,17.6,45,76.900002,1.4,10.9,916.09998,22.4,37,34,,71
23oct2023,10,2023,18.5,24.5,32.400002,13.900002,14.2,27,56.299999,2,9.8000002,918.29999,0,37,24,,61
01oct2023,10,2023,18.6,19.9,24.200001,5.6000004,16.299999,61,80,1.7,9,918.09998,0,25,29,,54
21oct2023,10,2023,19.1,21.6,26.6,7.5,17.299999,58,77.199997,2.2,8.5,919.70001,18.6,15,19,,34
27oct2023,10,2023,19.200001,22.9,30,10.799999,19,49,80.400002,1.2,8.6999998,915.20001,19.6,25,23,,48
20oct2023,10,2023,19.5,22.299999,29.799999,10.299999,18.1,49,78.199997,1.9,7.4000001,919.40002,8,29,26,,55
22oct2023,10,2023,19.5,23.4,30.5,11,15.5,33,63.799999,2.0999999,10.3,919.70001,0,21,27,,48
26oct2023,10,2023,19.6,24.5,31.5,11.9,18.6,43,71.800003,1.1,7.5,912.59998,12.8,25,18,,43
06oct2023,10,2023,19.6,25.200001,31.1,11.5,18.299999,37,67.400002,1.2,7.3000002,918.20001,26,26,22,,48
04oct2023,10,2023,19.700001,26.5,34.900002,15.200001,17.6,31,61.299999,1.3,7.1999998,914.79999,0,18,24,,42
25oct2023,10,2023,19.9,24.6,31.299999,11.4,17.700001,35,68.400002,1.6,11,912.90002,13.2,30,25,,55
03oct2023,10,2023,20.1,24.700001,32.599998,12.499998,17.9,36,68.300003,1,8,915.40002,3,26,23,,49
30oct2023,10,2023,20.1,24.700001,31.9,11.799999,19.200001,41,74.5,1.2,11.4,916.40002,40.200001,23,18,,41
16oct2023,10,2023,20.299999,25,32.299999,12,16,33,59.900002,2.2,8.5,921.20001,0,23,21,,44
28oct2023,10,2023,20.299999,24,29.200001,8.9000015,19.1,54,75.300003,1.3,10.9,916.79999,9.6000004,23,27,,50
19oct2023,10,2023,20.4,23.799999,30.1,9.7000008,18,48,71,2,7.9000001,919.20001,7.8000002,31,25,,56
17oct2023,10,2023,20.5,26.200001,33.099998,12.599998,14.1,27,49.700001,1.5,7,919.5,0,23,25,,48
24oct2023,10,2023,20.5,26.700001,34.5,14,13.1,24,45.599998,1.8,8.6000004,915,0,25,29,,54
31oct2023,10,2023,20.9,24,31.200001,10.300001,18.5,46,72.800003,1.7,13.1,915.20001,.80000001,26,27,,53
10oct2023,10,2023,20.9,25.799999,31.9,11,17.799999,40,62.700001,2,11.1,919,0,30,15,,45
15oct2023,10,2023,21,23.299999,28,7,17.1,50,68.599998,2.9000001,9.5,922.59998,0,21,24,,45
12oct2023,10,2023,21.1,26.700001,34.700001,13.6,15.6,30,52.5,1.5,6.4000001,916.40002,0,26,29,,55
11oct2023,10,2023,21.200001,25.9,32.099998,10.899998,17.1,37,60.099998,2.5999999,9.8999996,919.09998,0,23,27,,50
07oct2023,10,2023,21.299999,26.700001,34.700001,13.400002,17.5,28,60.299999,1.4,7.6999998,918.70001,0,19,33,,52
05oct2023,10,2023,21.299999,26.9,33.400002,12.100002,18.200001,36,61.099998,1.2,7,915.09998,1,20,32,,52
09oct2023,10,2023,21.299999,25.1,30.1,8.8000011,16.700001,42,60.700001,1.4,8.5,918.5,0,24,33,,57
18oct2023,10,2023,21.6,26.200001,33.400002,11.800001,14.7,29,51.200001,1.5,7.9000001,918.59998,0,28,24,,52
13oct2023,10,2023,21.799999,26.799999,34.400002,12.600002,15.8,30,52.700001,1.7,8.8999996,917.59998,0,26,25,,51
29oct2023,10,2023,22.1,25.700001,33.599998,11.499998,19.200001,38,69.5,1.2,6.5999999,916.20001,0,19,22,,41
14oct2023,10,2023,22.5,24.700001,28.700001,6.2000008,18.1,52,67.099998,2.7,9.1999998,920.5,0,16,27,,43
08oct2023,10,2023,23,27,33.599998,10.599998,16.200001,32,52.799999,2.0999999,7.1999998,918.29999,0,22,19,,41
09nov2023,11,2023,16.9,24.6,32.700001,15.800001,9.6000004,15,43.700001,1.4,6.0999999,918.90002,0,25,25,,50
08nov2023,11,2023,17.1,22.299999,29.200001,12.1,12.1,30,54.299999,1.8,8.3999996,920.59998,0,31,32,,63
10nov2023,11,2023,18,26.299999,33.299999,15.299999,11.8,23,42.700001,1.2,7.5999999,918.29999,0,19,31,,50
07nov2023,11,2023,18.200001,23,30,11.799999,13.1,32,55.200001,2.3,8.6000004,920.09998,0,20,18,,38
20nov2023,11,2023,18.200001,21.6,26.700001,8.5,18.1,63,81.199997,1.8,15.4,917.59998,44.799999,48,32,,80
26nov2023,11,2023,18.299999,22.799999,28.9,10.6,15.3,45,63.700001,2.3,10.3,919.20001,0,23,22,,45
21nov2023,11,2023,18.299999,23.6,30.4,12.1,18.700001,43,76,1.6,8,916.90002,37.400002,30,37,,67
05nov2023,11,2023,18.5,25.6,32.799999,14.299999,15,26,55,1.3,8.8999996,915.59998,.2,17,29,,46
11nov2023,11,2023,18.799999,27,34.099998,15.299999,10.6,20,38,1.2,6.5,917.09998,0,32,25,,57
06nov2023,11,2023,18.9,23.6,29.700001,10.800001,14.1,40,55.900002,2.2,8.6000004,918.79999,0,25,20,,45
01nov2023,11,2023,18.9,23.6,31.1,12.200001,18.799999,43,76.5,1,7.0999999,915.09998,11.2,23,28,,51
27nov2023,11,2023,19.1,24.299999,31.4,12.299999,15.7,36,60,1.9,8,920.09998,0,23,19,,42
04nov2023,11,2023,19.200001,23.700001,29.6,10.4,18.9,52,76,1.4,11.1,914.5,17.799999,22,24,,46
02nov2023,11,2023,19.6,23.5,29.299999,9.6999989,19.200001,57,77.400002,1.8,7.9000001,915.5,.80000001,23,18,,41
12nov2023,11,2023,19.700001,28.6,36.099998,16.399998,11.9,18,39.299999,.89999998,6.8000002,915.90002,0,20,31,,51
25nov2023,11,2023,20.200001,23.1,27.700001,7.5,17.5,58,71.5,2.2,10.6,919.29999,.40000001,20,20,,40
24nov2023,11,2023,20.700001,25.299999,33,12.299999,19.1,35,71.400002,1.4,11.2,918.29999,16.6,28,27,,55
30nov2023,11,2023,20.9,25.700001,32.400002,11.500002,17.6,35,63,.89999998,10.7,916.79999,0,22,34,1,57
03nov2023,11,2023,21,24.200001,29.6,8.6000004,20.200001,56,79.300003,1,7.3000002,915.20001,5.5999999,21,24,,45
28nov2023,11,2023,21.299999,25,31.299999,10,17.6,44,64.199997,2,8.1999998,918.90002,0,22,23,,45
17nov2023,11,2023,21.6,28.5,37,15.4,15.7,24,48.599998,1,8.6000004,914,0,43,48,,91
22nov2023,11,2023,21.6,25.700001,31.700001,10.1,17,38,60.599998,1.3,6.3000002,916,0,42,34,1,77
13nov2023,11,2023,21.799999,30,37,15.200001,13.6,21,38.900002,1.1,6.9000001,915.5,0,36,35,,71
16nov2023,11,2023,21.799999,28.9,37.900002,16.100002,14.9,18,44.599998,1.6,11.4,914.70001,0,47,30,,77
23nov2023,11,2023,21.799999,27.700001,33.299999,11.5,16.799999,33,52.599998,1,5.9000001,916.59998,0,40,31,,71
29nov2023,11,2023,22.200001,24.6,29.299999,7.0999985,17.700001,46,65.900002,1.3,7.9000001,917.59998,0,29,24,,53
15nov2023,11,2023,22.299999,30.6,37.299999,15,15.1,21,40.599998,2,8.6999998,914.59998,.40000001,43,40,,83
19nov2023,11,2023,23.200001,27.9,36.299999,13.099998,17.799999,29,56.5,1.4,10.8,915.40002,0,60,53,,113
14nov2023,11,2023,23.200001,30.5,37.900002,14.700001,14.6,23,39.799999,1.2,6.3000002,914.79999,0,34,36,,70
18nov2023,11,2023,24.6,30.799999,37.5,12.9,15.5,26,41,1.3,8,914.29999,0,63,49,,112
05dec2023,12,2023,17.799999,24.9,33.400002,15.600002,17.700001,33,68.599998,.89999998,6.9000001,918.90002,12,25,28,,53
13dec2023,12,2023,18.200001,23.6,30.299999,12.099998,18,43,72.800003,2,9.6000004,917.79999,26.799999,15,25,,40
20dec2023,12,2023,18.6,23.6,30.299999,11.699999,16.1,40,64.300003,2.2,8,914.20001,0,22,22,,44
24dec2023,12,2023,18.9,22.9,28.4,9.5,19.299999,59,81.300003,1.4,6.9000001,918.29999,18.4,26,17,,43
19dec2023,12,2023,19.1,24.1,31.1,12,17.299999,39,67.800003,1.5,9.1999998,912.29999,7.4000001,18,21,,39
07dec2023,12,2023,19.299999,26.200001,33,13.700001,15.6,30,53.900002,1.3,7.4000001,917.90002,0,25,33,,58
12dec2023,12,2023,19.299999,23.9,32.700001,13.400002,17.6,38,70.5,1.3,10,918.09998,0,29,27,,56
02dec2023,12,2023,19.4,23.5,30.299999,10.9,19.4,52,79,1.2,9.1000004,916.09998,17.6,23,7,,30
03dec2023,12,2023,19.4,23.799999,30.799999,11.4,19.299999,46,77.599998,1,8.8000002,915.59998,2.4000001,23,21,,44
27dec2023,12,2023,19.5,23.6,31.299999,11.799999,19.5,53,78.5,1.3,7.5,917.5,7.5999999,24,25,,49
26dec2023,12,2023,19.700001,23.6,32.200001,12.5,19.5,45,79,1.1,14.6,917.5,5.1999998,22,19,,41
31dec2023,12,2023,19.9,23.1,29.700001,9.8000011,19.5,54,80.599998,1.7,9.5,917,11,18,21,,39
23dec2023,12,2023,20,21.6,25.700001,5.7000008,19.5,74,88.199997,.80000001,11.5,918.29999,14.6,23,32,,55
17dec2023,12,2023,20,25.4,32,12,14.3,28,51.900002,2,9.1999998,917.09998,0,16,25,,41
15dec2023,12,2023,20.200001,25,30.5,10.299999,15.8,36,57.799999,2.3,8.6000004,918.20001,0,21,29,,50
04dec2023,12,2023,20.200001,23.6,31.700001,11.5,19.1,45,77.5,1.1,16.700001,917.40002,0,24,29,,53
21dec2023,12,2023,20.299999,23.700001,30,9.7000008,18.799999,55,74.699997,1.1,10,917,0,20,27,,47
28dec2023,12,2023,20.4,24.299999,30.799999,10.4,19.1,50,73.900002,2,7,918.29999,0,17,20,,37
16dec2023,12,2023,20.4,25.4,31.1,10.700001,14.3,33,51.599998,2.0999999,8,918.59998,0,31,22,,53
09dec2023,12,2023,20.4,26,32.700001,12.300001,17.4,39,60.299999,1.6,8.5,916.70001,0,25,28,,53
10dec2023,12,2023,20.5,24.700001,30.299999,9.7999992,17.1,44,63.900002,2.7,11.1,917.29999,0,23,27,,50
29dec2023,12,2023,20.6,26.299999,33.299999,12.699999,18.5,38,64.800003,1.8,6.9000001,916.70001,0,30,28,,58
11dec2023,12,2023,20.6,24.1,30,9.3999996,17.4,46,67.199997,1.7,10.6,916.40002,0,24,33,,57
14dec2023,12,2023,20.700001,24.799999,30.5,9.7999992,17.299999,43,64.300003,2.3,9.3999996,917.59998,0,25,27,,52
18dec2023,12,2023,20.799999,25.5,33.099998,12.299999,14.2,29,51.799999,1.7,8.5,914,0,24,32,,56
22dec2023,12,2023,21,23.1,29.700001,8.7000008,18.9,51,78.300003,1.5,10.4,918.59998,1.8,21,21,,42
01dec2023,12,2023,21,25.9,33.700001,12.700001,18.200001,33,65.199997,1.2,12.4,916.29999,0,31,29,,60
25dec2023,12,2023,21.200001,24.799999,32.900002,11.700001,19.299999,43,73.699997,1,17.799999,917.90002,.2,20,19,,39
08dec2023,12,2023,21.4,27.299999,33.400002,12.000002,16.1,33,51.900002,1.3,7.5,917.09998,0,33,36,,69
06dec2023,12,2023,21.6,25.9,32.099998,10.499998,18.200001,40,64.300003,1.6,8.8999996,919,0,17,29,,46
30dec2023,12,2023,22.4,25.1,30.9,8.5,20.6,49,77.099998,1.3,10.7,916.29999,0,17,20,,37
24jan2024,1,2024,17.5,22.299999,28.6,11.1,19,60,82.599998,1.1,10,913.40002,34.799999,25,20,,45
15jan2024,1,2024,18.299999,23,27.799999,9.5,18.5,55,77,.69999999,8.8000002,919.90002,14,15,25,,40
18jan2024,1,2024,18.799999,26,33.299999,14.5,18.299999,33,66.400002,1,12.3,917.90002,23.799999,22,18,,40
26jan2024,1,2024,18.799999,22.4,30.5,11.700001,18.200001,50,78.199997,.89999998,7.9000001,914.29999,0,17,17,,34
14jan2024,1,2024,19,23.1,29.5,10.5,19.5,53,81.5,1.2,10.9,919.20001,23.200001,22,28,,50
01jan2024,1,2024,19.1,20.4,22.5,3.3999996,18.6,81,89.400002,1.5,8.8000002,917.5,33.200001,18,14,,32
02jan2024,1,2024,19.1,21.6,28.1,9,18.799999,59,84.699997,1.6,8.6000004,916.40002,12.4,23,26,,49
27jan2024,1,2024,19.200001,22.4,28.4,9.1999989,19.299999,58,83,.69999999,4.5,916.40002,13.8,17,18,,35
16jan2024,1,2024,19.5,25.799999,33.5,14,18.299999,34,65.900002,1,7.0999999,919.20001,0,23,26,,49
25jan2024,1,2024,19.700001,23.5,30.700001,11,19.299999,49,78.800003,1,8.8999996,912.59998,4,32,29,,61
20jan2024,1,2024,19.700001,25.700001,33.099998,13.399998,17.5,35,63,1.4,8.1999998,915.29999,0,22,21,,43
06jan2024,1,2024,19.700001,24.700001,31.5,11.799999,18.700001,40,71.300003,1,6.8000002,915.90002,0,22,19,,41
22jan2024,1,2024,19.799999,24.5,31.299999,11.5,18.4,44,69.800003,.80000001,9.6000004,916.40002,2.4000001,17,18,,35
04jan2024,1,2024,19.9,21.9,26.299999,6.3999996,20.299999,80,90.699997,1.1,9.3000002,915.09998,27.799999,28,27,,55
13jan2024,1,2024,20,23.200001,30.799999,10.799999,19.9,50,82.699997,1.1,7,917.20001,5.8000002,15,31,,46
12jan2024,1,2024,20,24.299999,30.700001,10.700001,19.6,48,76.599998,.89999998,5.9000001,916.09998,8,18,23,,41
31jan2024,1,2024,20.200001,23.1,29.9,9.6999989,18,38,75.099998,.80000001,8.6999998,918.70001,.40000001,26,18,,44
29jan2024,1,2024,20.4,24.299999,30.700001,10.300001,19.1,42,75,1.2,6.8000002,918.20001,24.200001,26,23,,49
08jan2024,1,2024,20.5,23.799999,30.1,9.6000004,19.4,45,77.5,1.3,7.5,917.5,12.8,11,17,,28
07jan2024,1,2024,20.6,24.5,32,11.4,18.9,41,73,1.4,10.1,916.79999,0,27,26,,53
10jan2024,1,2024,20.6,24.299999,30.6,10,18.5,43,71.400002,1,8,918,0,25,22,,47
30jan2024,1,2024,20.6,25,31,10.4,18.9,47,70.099998,.89999998,7.3000002,917.59998,6.5999999,23,24,,47
03jan2024,1,2024,20.700001,21.1,25.200001,4.5,19.4,79,89.900002,.80000001,10.5,916.29999,11.2,15,24,,39
09jan2024,1,2024,20.700001,23.799999,29.9,9.1999989,19.6,51,78.5,.89999998,5.5,918.59998,6.1999998,28,25,,53
28jan2024,1,2024,20.799999,24.200001,30.200001,9.4000015,20,55,77.5,1.2,7.1999998,917.40002,.2,26,31,,57
23jan2024,1,2024,20.799999,24.299999,30.700001,9.9000015,18.799999,51,71.900002,1.8,7.6999998,915.20001,0,33,27,,60
05jan2024,1,2024,21.1,24.6,30.799999,9.6999989,19.4,42,75,.89999998,6,914.40002,9.1999998,28,29,,57
11jan2024,1,2024,21.1,24.1,31.9,10.799999,19.200001,42,75.599998,1.3,8.1000004,917.5,0,19,25,,44
21jan2024,1,2024,21.299999,24.200001,29.200001,7.9000015,19.4,55,75.300003,1.4,12.5,915.59998,0,28,28,,56
17jan2024,1,2024,21.5,26.700001,34,12.5,19.200001,39,65.300003,1.2,8,919,0,26,34,,60
19jan2024,1,2024,21.700001,25.799999,32.5,10.799999,17.9,43,62.700001,1.1,19,917.29999,0,25,28,,53
01feb2024,2,2024,17.4,22.700001,30.4,13,18,44,76.800003,.89999998,8.1000004,919.29999,26.4,27,25,,52
09feb2024,2,2024,18,22.6,29.200001,11.200001,16.700001,47,70.800003,2,9.3000002,919,8.6000004,33,27,1,61
06feb2024,2,2024,18,21.700001,30.299999,12.299999,18.9,52,84.900002,1.2,7.9000001,920.40002,8,24,23,,47
18feb2024,2,2024,18.299999,22.5,28.5,10.200001,19.299999,61,82.900002,.89999998,7.3000002,915.5,22.6,25,17,,42
07feb2024,2,2024,18.799999,22.799999,30.5,11.700001,18.700001,45,79.199997,.69999999,5.8000002,918.79999,42.799999,26,24,,50
28feb2024,2,2024,19.1,25.4,32.099998,12.999998,17.9,40,64.800003,1,5.6999998,917.59998,.60000002,19,30,,49
10feb2024,2,2024,19.1,23.1,28.4,9.2999992,16.700001,50,68,2,8.3999996,920.40002,.2,22,21,,43
24feb2024,2,2024,19.299999,23.9,32.099998,12.799999,19.5,44,78,1.1,7.5,921.59998,3,28,29,,57
13feb2024,2,2024,19.4,25.200001,33,13.6,17.200001,33,63,1.3,4.9000001,921.29999,0,25,24,,49
15feb2024,2,2024,19.4,22.700001,30.6,11.200001,18.5,46,78.5,1.2,14.1,918.79999,1,27,33,,60
27feb2024,2,2024,19.5,24.799999,31.700001,12.200001,15.8,34,59,1.1,5.5,918.20001,0,28,23,,51
20feb2024,2,2024,19.5,21.4,24.1,4.6000004,19.9,86,91.099998,.60000002,4.9000001,913.40002,12,25,24,1,50
08feb2024,2,2024,19.6,21.9,28.5,8.8999996,19.299999,57,85.800003,1,7.8000002,918,6.8000002,22,30,,52
23feb2024,2,2024,19.700001,21.799999,28,8.2999992,19.9,66,89.199997,.80000001,7,919.79999,34.599998,21,34,,55
12feb2024,2,2024,19.799999,24.299999,30.799999,11,17.299999,43,66.199997,1.6,6.9000001,922.29999,0,24,33,,57
14feb2024,2,2024,19.9,25.200001,32.799999,12.9,17.9,37,65.5,1.2,9.6999998,919.79999,.40000001,20,29,,49
16feb2024,2,2024,20,22.5,30,10,19.5,51,84.400002,.89999998,6.3000002,917.59998,11.6,30,22,,52
21feb2024,2,2024,20.1,21.5,24.5,4.3999996,19.799999,83,90.300003,.89999998,6.1999998,914.09998,16.6,21,21,,42
22feb2024,2,2024,20.1,21.6,25.799999,5.6999989,19.9,77,90,1,7.5,916.09998,13,30,31,,61
17feb2024,2,2024,20.200001,23.200001,31.200001,11,19.799999,50,82.800003,.89999998,7.5999999,916.5,1.8,27,27,,54
03feb2024,2,2024,20.200001,24.6,30.5,10.299999,16.9,40,63.700001,1.8,8.1000004,920.90002,.60000002,20,28,,48
11feb2024,2,2024,20.200001,24.200001,29.6,9.3999996,17.799999,49,68.800003,2,8.6999998,921.70001,0,31,30,,61
26feb2024,2,2024,20.299999,25.5,31.799999,11.5,17.4,38,62.900002,1.5,7.1999998,920.20001,0,33,29,,62
25feb2024,2,2024,20.4,25.4,31.799999,11.4,19.5,43,71.099998,1.1,5.5,921.40002,.2,26,30,,56
05feb2024,2,2024,20.5,24.700001,31.200001,10.700001,17.200001,42,63.900002,1.2,5.6999998,919.29999,0,25,29,,54
19feb2024,2,2024,20.700001,22.4,28.799999,8.0999985,19.4,60,83.699997,1.2,15,914.5,.60000002,18,31,,49
02feb2024,2,2024,21,24.700001,30.1,9.1000004,16.799999,29,63.599998,2,7.6999998,920.5,.2,26,22,,48
04feb2024,2,2024,21.1,24.9,30.6,9.5,17.799999,42,65.900002,1.9,7.1999998,920,.2,22,25,,47
29feb2024,2,2024,21.299999,25.6,33.400002,12.100002,19.4,39,70.199997,1,15.5,917.5,0,30,25,,55
24mar2024,3,2024,16.700001,22.700001,29.1,12.4,17.5,50,73.699997,1.4,7.5999999,918.70001,.2,26,30,,56
27mar2024,3,2024,18.6,22.1,28.4,9.7999992,18.200001,53,79.800003,1.4,8.1000004,919.29999,5.4000001,28,20,,48
05mar2024,3,2024,18.700001,23.200001,30.200001,11.5,18.9,49,78.599998,.89999998,10,918.90002,1.8,36,24,,60
26mar2024,3,2024,18.700001,21.799999,27.6,8.8999996,18.799999,57,84.099998,1,9,918.40002,23.200001,23,27,,50
03mar2024,3,2024,19,24.200001,30.799999,11.799999,18.9,51,73.199997,1.6,7.5,917.29999,0,31,23,,54
02mar2024,3,2024,19.200001,23.9,30.700001,11.5,19.1,47,76.300003,1.2,7.0999999,916.59998,3,30,26,,56
23mar2024,3,2024,19.299999,21.5,25.700001,6.4000015,18.200001,64,81.599998,2.2,11,919.20001,76.800003,24,24,,48
12mar2024,3,2024,19.700001,24.9,31.700001,12,19.5,44,73,1.4,6.9000001,919.59998,.40000001,29,36,,65
29mar2024,3,2024,19.799999,24.299999,30.6,10.800001,17.9,42,68.5,1.5,5.5,920.90002,.60000002,31,35,,66
30mar2024,3,2024,19.799999,24.1,31,11.200001,19,46,74.099998,1.2,10.8,918.59998,0,37,26,,63
31mar2024,3,2024,19.9,24.5,30.5,10.6,19.1,44,73.599998,.89999998,7.3000002,917.40002,1.8,23,37,,60
20mar2024,3,2024,20,23.4,31.1,11.1,20.200001,52,83.400002,1,9.1999998,915.59998,5.5999999,21,36,,57
21mar2024,3,2024,20.1,23.9,31.5,11.4,19.799999,52,79,.89999998,9.1000004,916.40002,6.5999999,36,27,,63
04mar2024,3,2024,20.4,24.6,31.200001,10.800001,18.6,42,71.199997,1.5,8,918.09998,0,29,32,,61
07mar2024,3,2024,20.5,23.700001,30.799999,10.299999,19.799999,49,80,1.3,8.5,920.29999,15.8,31,29,,60
25mar2024,3,2024,20.5,23.1,27.6,7.1000004,18.5,52,75.800003,1.2,5.6999998,917.29999,1.8,29,28,,57
28mar2024,3,2024,20.6,22.700001,26.700001,6.1000004,18.6,62,77.800003,1.8,7.4000001,920.90002,.2,29,22,,51
06mar2024,3,2024,20.799999,23.700001,30.700001,9.9000015,19.6,47,79.5,.89999998,7.8000002,918.70001,.2,27,32,1,60
01mar2024,3,2024,20.9,24.4,33.200001,12.300001,20.200001,43,79.199997,1.1,9.3000002,916.59998,0,29,23,,52
15mar2024,3,2024,20.9,26.4,32.700001,11.800001,18,37,61.900002,1.3,5.5999999,917.40002,0,27,35,,62
11mar2024,3,2024,21,25,31,10,20.1,49,75.599998,.69999999,7.4000001,918.29999,.2,33,36,,69
09mar2024,3,2024,21,25.4,31.200001,10.200001,19,44,68.900002,1.2,5,918.5,0,28,33,,61
10mar2024,3,2024,21.1,23.9,28.5,7.3999996,20.299999,57,81,.80000001,7.6999998,917.70001,14,20,24,,44
22mar2024,3,2024,21.1,25.200001,32,10.9,20,42,74.400002,1,7.8000002,916.90002,0,29,28,,57
18mar2024,3,2024,21.200001,25.799999,33.299999,12.099998,19.6,39,69.800003,.89999998,8,916.79999,0,32,19,,51
08mar2024,3,2024,21.299999,24.799999,30.5,9.2000008,19.200001,50,72,1.7,6.5,919.90002,4.4000001,22,35,,57
14mar2024,3,2024,21.299999,26.1,32.5,11.200001,18.5,34,65,1.5,6.3000002,919.09998,0,35,34,,69
13mar2024,3,2024,21.4,25.6,32,10.6,19.200001,45,69.5,1.4,6.1999998,919.59998,0,19,36,,55
17mar2024,3,2024,21.5,27.299999,33.700001,12.200001,18.200001,33,59.799999,1,6.6999998,917,0,30,26,,56
16mar2024,3,2024,21.9,26.700001,33.200001,11.300001,18.6,33,62.5,1,5.5,916.09998,0,36,20,,56
19mar2024,3,2024,22.299999,25.1,33.400002,11.100002,20.4,41,76.699997,1.1,8.6000004,916.09998,.60000002,28,27,,55
22apr2024,4,2024,16.6,22.5,29.1,12.5,15.4,39,66.099998,1,5.5,919.70001,0,25,27,,52
21apr2024,4,2024,16.700001,21.700001,28.1,11.4,15.2,36,68.699997,1.2,6.0999999,920.79999,0,34,29,,63
06apr2024,4,2024,17.1,23.200001,30,12.9,17,38,70.400002,1,6,918.5,3.4000001,35,31,,66
19apr2024,4,2024,17.6,20.9,25.700001,8.1000004,17.700001,61,82.400002,1.4,8.1999998,919.70001,93.199997,29,25,,54
14apr2024,4,2024,17.700001,22.5,29.299999,11.599998,16,37,68.900002,1.5,7.6999998,919.5,0,31,28,,59
28apr2024,4,2024,17.799999,23.6,30,12.200001,15.7,37,63.700001,.89999998,5.4000001,918.70001,0,22,21,,43
20apr2024,4,2024,17.799999,21.4,27.4,9.6000004,16,47,72.699997,1.6,7.3000002,921.5,0,42,35,,77
01apr2024,4,2024,17.799999,24.1,30.799999,13,17.6,36,68.800003,1.2,6.8000002,917.20001,0,35,29,,64
08apr2024,4,2024,18,22.4,28,10,14.9,40,63.5,1.6,7.3000002,919.59998,0,17,35,,52
23apr2024,4,2024,18,23.299999,29.799999,11.799999,17,38,69.599998,.89999998,5.0999999,919.29999,0,32,27,,59
07apr2024,4,2024,18.1,22.700001,29,10.9,16.200001,43,68.199997,1.3,7.3000002,920,0,30,31,,61
30apr2024,4,2024,18.299999,23.799999,30.799999,12.5,15.8,33,62.799999,.89999998,5.1999998,919.70001,0,34,28,,62
