data;hora;temperatura_maxima
30/08/2018;900;17
30/08/2018;1000;17.1
30/08/2018;1100;17.6
30/08/2018;1200;20.3
30/08/2018;1300;21.6
30/08/2018;1400;23
30/08/2018;1500;23.6
30/08/2018;1600;24.9
30/08/2018;1700;26.5
30/08/2018;1800;26.7
30/08/2018;1900;24.2
30/08/2018;2000;23.6
30/08/2018;2100;22.7
30/08/2018;2200;21.8
30/08/2018;2300;20.4
31/08/2018;0;19.3
31/08/2018;100;18.4
31/08/2018;200;18.2
31/08/2018;300;18.3
31/08/2018;400;18.2
31/08/2018;500;17.7
31/08/2018;600;17.1
31/08/2018;700;17
31/08/2018;800;16.6
31/08/2018;900;16.5
31/08/2018;1000;16.8
31/08/2018;1100;18.3
31/08/2018;1200;20.1
31/08/2018;1300;22.3
31/08/2018;1400;24.7
31/08/2018;1500;25.6
31/08/2018;1600;26.9
31/08/2018;1700;27.7
31/08/2018;1800;27.7
31/08/2018;1900;27.7
31/08/2018;2000;27
31/08/2018;2100;26.4
31/08/2018;2200;23.6
31/08/2018;2300;22.4
01/09/2018;0;21.4
01/09/2018;100;21
01/09/2018;200;20.6
01/09/2018;300;20
01/09/2018;400;19.3
01/09/2018;500;18.8
01/09/2018;600;18.5
01/09/2018;700;17.5
01/09/2018;800;16.9
01/09/2018;900;17.4
01/09/2018;1000;18.7
01/09/2018;1100;20.5
01/09/2018;1200;22.4
01/09/2018;1300;24.4
01/09/2018;1400;26.8
01/09/2018;1500;28.6
01/09/2018;1600;28.9
01/09/2018;1700;29.7
01/09/2018;1800;30.4
01/09/2018;1900;28.9
01/09/2018;2000;28.1
01/09/2018;2100;26.8
01/09/2018;2200;25.3
01/09/2018;2300;24.2
02/09/2018;0;23.2
02/09/2018;100;22.4
02/09/2018;200;21.8
02/09/2018;300;21.1
02/09/2018;400;20.8
02/09/2018;500;20.6
02/09/2018;600;20.2
02/09/2018;700;19.2
02/09/2018;800;19.2
02/09/2018;900;19.1
02/09/2018;1000;19.5
02/09/2018;1100;21.2
02/09/2018;1200;22.9
02/09/2018;1300;24.5
02/09/2018;1400;26.2
02/09/2018;1500;26.9
02/09/2018;1600;27.3
02/09/2018;1700;28
02/09/2018;1800;28.4
02/09/2018;1900;27.8
02/09/2018;2000;27.1
02/09/2018;2100;25.7
02/09/2018;2200;23.8
02/09/2018;2300;22.4
03/09/2018;0;21.7
03/09/2018;100;21.4
03/09/2018;200;21.3
03/09/2018;300;20.9
03/09/2018;400;20.2
03/09/2018;500;19.9
03/09/2018;600;19.6
03/09/2018;700;18.9
03/09/2018;800;18.8
03/09/2018;900;18.7
03/09/2018;1000;19.5
03/09/2018;1100;21.9
03/09/2018;1200;23.9
03/09/2018;1300;26.1
03/09/2018;1400;27.7
03/09/2018;1500;28.9
03/09/2018;1600;30.8
03/09/2018;1700;31.3
03/09/2018;1800;31
03/09/2018;1900;31.3
03/09/2018;2000;30.1
03/09/2018;2100;28.7
03/09/2018;2200;26.2
03/09/2018;2300;25.6
04/09/2018;0;25.2
04/09/2018;100;24.2
04/09/2018;200;23.5
04/09/2018;300;24.8
04/09/2018;400;23.8
04/09/2018;500;22.9
04/09/2018;600;22.2
04/09/2018;700;20.7
04/09/2018;800;19.9
04/09/2018;900;19.5
04/09/2018;1000;17.2
04/09/2018;1100;17.5
04/09/2018;1200;18.7
04/09/2018;1300;20.4
04/09/2018;1400;21.6
04/09/2018;1500;23.5
04/09/2018;1600;24.6
04/09/2018;1700;25.8
04/09/2018;1800;26.5
04/09/2018;1900;26.3
04/09/2018;2000;25.9
04/09/2018;2100;24.4
04/09/2018;2200;22.8
04/09/2018;2300;22
05/09/2018;0;21.4
05/09/2018;100;20.1
05/09/2018;200;19.2
05/09/2018;300;18
05/09/2018;400;16.8
05/09/2018;500;15.8
05/09/2018;600;14.8
05/09/2018;700;14.4
05/09/2018;800;14.1
05/09/2018;900;13.9
05/09/2018;1000;15.5
05/09/2018;1100;17.9
05/09/2018;1200;19.5
05/09/2018;1300;21.7
05/09/2018;1400;23.6
05/09/2018;1500;25.3
05/09/2018;1600;26.3
05/09/2018;1700;27.2
05/09/2018;1800;27
05/09/2018;1900;27
05/09/2018;2000;26.6
05/09/2018;2100;25.8
05/09/2018;2200;21.8
05/09/2018;2300;20.9
06/09/2018;0;19.8
06/09/2018;100;18.8
06/09/2018;200;18.3
06/09/2018;300;17.8
06/09/2018;400;16.8
06/09/2018;500;16.4
06/09/2018;600;15.9
06/09/2018;700;15.3
06/09/2018;800;15.2
06/09/2018;900;15.2
06/09/2018;1000;16.2
06/09/2018;1100;17.9
06/09/2018;1200;19.2
06/09/2018;1300;22.1
06/09/2018;1400;24.1
06/09/2018;1500;25.6
06/09/2018;1600;26.3
06/09/2018;1700;28
06/09/2018;1800;28.1
06/09/2018;1900;28.5
06/09/2018;2000;27.9
06/09/2018;2100;26.9
06/09/2018;2200;23.4
06/09/2018;2300;22.3
07/09/2018;0;21.7
07/09/2018;100;20.6
07/09/2018;200;20.1
07/09/2018;300;19.7
07/09/2018;400;19
07/09/2018;500;18.4
07/09/2018;600;17.4
07/09/2018;700;17
07/09/2018;800;16.8
07/09/2018;900;16.3
07/09/2018;1000;16.8
07/09/2018;1100;19
07/09/2018;1200;20.9
07/09/2018;1300;23.2
07/09/2018;1400;24.9
07/09/2018;1500;26.5
07/09/2018;1600;28.6
07/09/2018;1700;29.1
07/09/2018;1800;29.4
07/09/2018;1900;29.4
07/09/2018;2000;28.6
07/09/2018;2100;27.2
07/09/2018;2200;24.1
07/09/2018;2300;22.6
08/09/2018;0;21.7
08/09/2018;100;20.7
08/09/2018;200;20
08/09/2018;300;19.5
08/09/2018;400;18.4
08/09/2018;500;17.9
08/09/2018;600;17.4
08/09/2018;700;17.4
08/09/2018;800;15.8
08/09/2018;900;15.4
08/09/2018;1000;16.5
08/09/2018;1100;18.1
08/09/2018;1200;20.1
08/09/2018;1300;21.6
08/09/2018;1400;22.1
08/09/2018;1500;23.1
08/09/2018;1600;25.8
08/09/2018;1700;26.7
08/09/2018;1800;27.2
08/09/2018;1900;27.2
08/09/2018;2000;26.8
08/09/2018;2100;25.2
08/09/2018;2200;22.7
08/09/2018;2300;21.5
09/09/2018;0;20.6
09/09/2018;100;19.5
09/09/2018;200;18.9
09/09/2018;300;17.9
09/09/2018;400;17.6
09/09/2018;500;17.6
09/09/2018;600;17.1
09/09/2018;700;16.6
09/09/2018;800;16.2
09/09/2018;900;16
09/09/2018;1000;16.5
09/09/2018;1100;18.1
09/09/2018;1200;19.8
09/09/2018;1300;22.5
09/09/2018;1400;24.3
09/09/2018;1500;25.6
09/09/2018;1600;27.8
09/09/2018;1700;27.8
09/09/2018;1800;28.6
09/09/2018;1900;28.8
09/09/2018;2000;27.8
09/09/2018;2100;25.5
09/09/2018;2200;23.4
09/09/2018;2300;22.6
10/09/2018;0;21.1
10/09/2018;100;20.2
10/09/2018;200;19.7
10/09/2018;300;19.1
10/09/2018;400;18.9
10/09/2018;500;18.7
10/09/2018;600;18.4
10/09/2018;700;17.9
10/09/2018;800;17.4
10/09/2018;900;17.1
10/09/2018;1000;18
10/09/2018;1100;19.6
10/09/2018;1200;21.6
10/09/2018;1300;23.4
10/09/2018;1400;25.3
10/09/2018;1500;27
10/09/2018;1600;27.7
10/09/2018;1700;29.1
10/09/2018;1800;28.7
10/09/2018;1900;27.2
10/09/2018;2000;27.8
10/09/2018;2100;26
10/09/2018;2200;22.8
10/09/2018;2300;21.9
11/09/2018;0;21
11/09/2018;100;20.4
11/09/2018;200;19.9
11/09/2018;300;19.9
11/09/2018;400;19.7
11/09/2018;500;18.9
11/09/2018;600;18.8
11/09/2018;700;18.2
11/09/2018;800;18.3
11/09/2018;900;17.9
11/09/2018;1000;18.5
11/09/2018;1100;20.5
11/09/2018;1200;22
11/09/2018;1300;23.8
11/09/2018;1400;26.4
11/09/2018;1500;28
11/09/2018;1600;29.5
11/09/2018;1700;29.7
11/09/2018;1800;30.7
11/09/2018;1900;30.6
11/09/2018;2000;29.9
11/09/2018;2100;28.4
11/09/2018;2200;25.8
11/09/2018;2300;23.4
12/09/2018;0;22.1
12/09/2018;100;21.1
12/09/2018;200;21
12/09/2018;300;20.4
12/09/2018;400;19.9
12/09/2018;500;19.7
12/09/2018;600;19.1
12/09/2018;700;19
12/09/2018;800;18.4
12/09/2018;900;17.7
12/09/2018;1000;18.4
12/09/2018;1100;19.9
12/09/2018;1200;22.2
12/09/2018;1300;23
12/09/2018;1400;24.5
12/09/2018;1500;25.8
12/09/2018;1600;26.7
12/09/2018;1700;27.3
12/09/2018;1800;27
12/09/2018;1900;26.5
12/09/2018;2000;25.1
12/09/2018;2100;23.4
12/09/2018;2200;21.5
12/09/2018;2300;20.5
13/09/2018;0;20.1
13/09/2018;100;19.4
13/09/2018;200;19
13/09/2018;300;18.9
13/09/2018;400;18.5
13/09/2018;500;18.5
13/09/2018;600;18.2
13/09/2018;700;18
13/09/2018;800;17.7
13/09/2018;900;16.9
13/09/2018;1000;17.8
13/09/2018;1100;19
13/09/2018;1200;21.6
13/09/2018;1300;22.9
13/09/2018;1400;24.2
13/09/2018;1500;25.4
13/09/2018;1600;26.1
13/09/2018;1700;26.9
13/09/2018;1800;26.6
13/09/2018;1900;25.7
13/09/2018;2000;24.2
13/09/2018;2100;22.3
13/09/2018;2200;20.1
13/09/2018;2300;19
14/09/2018;0;18.3
14/09/2018;100;18.2
14/09/2018;200;18
14/09/2018;300;17.9
14/09/2018;400;17.5
14/09/2018;500;17.2
14/09/2018;600;17.2
14/09/2018;700;16.9
14/09/2018;800;16.4
14/09/2018;900;16.3
14/09/2018;1000;17.3
14/09/2018;1100;19.2
14/09/2018;1200;21
14/09/2018;1300;23.2
14/09/2018;1400;24.4
14/09/2018;1500;26.7
14/09/2018;1600;27.6
14/09/2018;1700;29.1
14/09/2018;1800;28.9
14/09/2018;1900;27.5
14/09/2018;2000;25.5
14/09/2018;2100;24.1
14/09/2018;2200;22.6
14/09/2018;2300;22.1
15/09/2018;0;21.4
15/09/2018;100;18.2
15/09/2018;200;18.3
15/09/2018;300;18
15/09/2018;400;17.4
15/09/2018;500;17.1
15/09/2018;600;16.9
15/09/2018;700;16.6
15/09/2018;800;16.5
15/09/2018;900;16.7
15/09/2018;1000;17.3
15/09/2018;1100;18
15/09/2018;1200;18
15/09/2018;1300;18.8
15/09/2018;1400;18.9
15/09/2018;1500;20.3
15/09/2018;1600;21.9
15/09/2018;1700;21.2
15/09/2018;1800;21.5
15/09/2018;1900;21.6
15/09/2018;2000;21.4
15/09/2018;2100;20.6
15/09/2018;2200;20
15/09/2018;2300;19.2
16/09/2018;0;18.8
16/09/2018;100;18.4
16/09/2018;200;18.5
16/09/2018;300;18.5
16/09/2018;400;18.5
16/09/2018;500;18.2
16/09/2018;600;17.6
16/09/2018;700;17.7
16/09/2018;800;17.8
16/09/2018;900;17.8
16/09/2018;1000;18.3
16/09/2018;1100;19.2
16/09/2018;1200;18.4
16/09/2018;1300;18.7
16/09/2018;1400;21.4
16/09/2018;1500;23.9
16/09/2018;1600;24.2
16/09/2018;1700;25.8
16/09/2018;1800;26.6
16/09/2018;1900;26.6
16/09/2018;2000;26.4
16/09/2018;2100;24.6
16/09/2018;2200;24.2
16/09/2018;2300;23.3
17/09/2018;0;22.4
17/09/2018;100;22
17/09/2018;200;21.4
17/09/2018;300;21.1
17/09/2018;400;20.6
17/09/2018;500;20.7
17/09/2018;600;20.5
17/09/2018;700;20.5
17/09/2018;800;20.4
17/09/2018;900;20.2
17/09/2018;1000;20.2
17/09/2018;1100;21.5
17/09/2018;1200;21.1
17/09/2018;1300;20.6
17/09/2018;1400;21.7
17/09/2018;1500;22.9
17/09/2018;1600;22.7
17/09/2018;1700;22.5
17/09/2018;1800;23.1
17/09/2018;1900;22.7
17/09/2018;2000;22.1
17/09/2018;2100;21
17/09/2018;2200;19.1
17/09/2018;2300;19.2
18/09/2018;0;19.1
18/09/2018;100;18.6
18/09/2018;200;18.3
18/09/2018;300;18.5
18/09/2018;400;18.1
18/09/2018;500;18.5
18/09/2018;600;18.3
18/09/2018;700;18.3
18/09/2018;800;18.3
18/09/2018;900;18.4
18/09/2018;1000;18.6
18/09/2018;1100;20.2
18/09/2018;1200;21.9
18/09/2018;1300;22.6
18/09/2018;1400;22.9
18/09/2018;1500;24.3
18/09/2018;1600;23.7
18/09/2018;1700;23.7
18/09/2018;1800;24.6
18/09/2018;1900;25.3
18/09/2018;2000;24.4
18/09/2018;2100;23.9
18/09/2018;2200;23.1
18/09/2018;2300;22.9
19/09/2018;0;21.6
19/09/2018;100;20.9
19/09/2018;200;20.4
19/09/2018;300;20.3
19/09/2018;400;19.9
19/09/2018;500;19.7
19/09/2018;600;19.6
19/09/2018;700;20
19/09/2018;800;19.7
19/09/2018;900;19.4
19/09/2018;1000;19
19/09/2018;1100;20.6
19/09/2018;1200;22.7
19/09/2018;1300;25.6
19/09/2018;1400;27.2
19/09/2018;1500;27.5
19/09/2018;1600;28.6
19/09/2018;1700;29.7
19/09/2018;1800;27.2
19/09/2018;1900;27.1
19/09/2018;2000;27.6
19/09/2018;2100;26.8
19/09/2018;2200;25.1
19/09/2018;2300;23.3
20/09/2018;0;22.9
20/09/2018;100;22
20/09/2018;200;21.7
20/09/2018;300;21.4
20/09/2018;400;21.3
20/09/2018;500;21.2
20/09/2018;600;20.4
20/09/2018;700;19.6
20/09/2018;800;19.5
20/09/2018;900;19.5
20/09/2018;1000;20.3
20/09/2018;1100;21.1
20/09/2018;1200;22.7
20/09/2018;1300;24.1
20/09/2018;1400;23.7
20/09/2018;1500;23.4
20/09/2018;1600;24.7
20/09/2018;1700;25.7
20/09/2018;1800;24.8
20/09/2018;1900;24.2
20/09/2018;2000;23.7
20/09/2018;2100;23.3
20/09/2018;2200;23
20/09/2018;2300;22.3
21/09/2018;0;20.3
21/09/2018;100;20.8
21/09/2018;200;20.7
21/09/2018;300;20.3
21/09/2018;400;20.3
21/09/2018;500;19.8
21/09/2018;600;19.5
21/09/2018;700;19.5
21/09/2018;800;19.5
21/09/2018;900;19.2
21/09/2018;1000;18.8
21/09/2018;1100;19.2
21/09/2018;1200;19.4
21/09/2018;1300;19.9
21/09/2018;1400;21.8
21/09/2018;1500;24
21/09/2018;1600;25.7
21/09/2018;1700;27.7
21/09/2018;1800;27.8
21/09/2018;1900;28.4
21/09/2018;2000;27.6
21/09/2018;2100;26.8
21/09/2018;2200;24.5
21/09/2018;2300;24.5
22/09/2018;0;23.6
22/09/2018;100;22.4
22/09/2018;200;21.9
22/09/2018;300;21.8
22/09/2018;400;20.8
22/09/2018;500;20.2
22/09/2018;600;19.3
22/09/2018;700;19.1
22/09/2018;800;19.3
22/09/2018;900;18.5
22/09/2018;1000;20.4
22/09/2018;1100;23
22/09/2018;1200;24.7
22/09/2018;1300;25.8
22/09/2018;1400;27.5
22/09/2018;1500;29
22/09/2018;1600;30.3
22/09/2018;1700;31.3
22/09/2018;1800;30.9
22/09/2018;1900;30.9
22/09/2018;2000;29.4
22/09/2018;2100;27.3
22/09/2018;2200;25.8
22/09/2018;2300;24.6
23/09/2018;0;24
23/09/2018;100;23.7
23/09/2018;200;23.7
23/09/2018;300;23
23/09/2018;400;22.6
23/09/2018;500;22.2
23/09/2018;600;21.5
23/09/2018;700;20.8
23/09/2018;800;20.3
23/09/2018;900;19.9
23/09/2018;1000;21
23/09/2018;1100;22.9
23/09/2018;1200;24.1
23/09/2018;1300;25.9
23/09/2018;1400;27.1
23/09/2018;1500;28.6
23/09/2018;1600;29.6
23/09/2018;1700;31
23/09/2018;1800;30.6
23/09/2018;1900;29.7
23/09/2018;2000;29.4
23/09/2018;2100;27.9
23/09/2018;2200;26.5
23/09/2018;2300;25.6
24/09/2018;0;25.1
24/09/2018;100;24.3
24/09/2018;200;23.8
24/09/2018;300;23.3
24/09/2018;400;22.8
24/09/2018;500;22.5
24/09/2018;600;22.1
24/09/2018;700;21.9
24/09/2018;800;21.7
24/09/2018;900;21.1
24/09/2018;1000;21.9
24/09/2018;1100;24
24/09/2018;1200;25.4
24/09/2018;1300;27.1
24/09/2018;1400;28.8
24/09/2018;1500;30.1
24/09/2018;1600;31.3
24/09/2018;1700;31.9
24/09/2018;1800;31.9
24/09/2018;1900;31.8
24/09/2018;2000;30.8
24/09/2018;2100;29.3
24/09/2018;2200;27.4
24/09/2018;2300;26.1
25/09/2018;0;25.1
25/09/2018;100;24.2
25/09/2018;200;23.1
25/09/2018;300;22.8
25/09/2018;400;22.7
25/09/2018;500;22.5
25/09/2018;600;22.4
25/09/2018;700;22
25/09/2018;800;21.9
25/09/2018;900;21.4
25/09/2018;1000;21.8
25/09/2018;1100;22.8
25/09/2018;1200;25.4
25/09/2018;1300;27.5
25/09/2018;1400;29.1
25/09/2018;1500;29.6
25/09/2018;1600;30.8
25/09/2018;1700;30.6
25/09/2018;1800;30.8
25/09/2018;1900;30.3
25/09/2018;2000;29.5
25/09/2018;2100;28.2
25/09/2018;2200;26.9
25/09/2018;2300;25.7
26/09/2018;0;24.2
26/09/2018;100;23.2
26/09/2018;200;22.6
26/09/2018;300;22.1
26/09/2018;400;21.9
26/09/2018;500;21.6
26/09/2018;600;20.9
26/09/2018;700;20.7
26/09/2018;800;19.9
26/09/2018;900;19.1
26/09/2018;1000;20.5
26/09/2018;1100;22.6
26/09/2018;1200;23.9
26/09/2018;1300;25.1
26/09/2018;1400;25.9
26/09/2018;1500;27.3
26/09/2018;1600;28.3
26/09/2018;1700;29.1
26/09/2018;1800;28.9
26/09/2018;1900;28.9
26/09/2018;2000;28.2
26/09/2018;2100;26.9
26/09/2018;2200;25.4
26/09/2018;2300;24.5
27/09/2018;0;23.6
27/09/2018;100;23.3
27/09/2018;200;22.8
27/09/2018;300;22.3
27/09/2018;400;22.1
27/09/2018;500;22
27/09/2018;600;21.7
27/09/2018;700;21
27/09/2018;800;20
27/09/2018;900;19.3
27/09/2018;1000;20.3
27/09/2018;1100;22.4
27/09/2018;1200;24.3
27/09/2018;1300;25.9
27/09/2018;1400;28.3
27/09/2018;1500;28.5
27/09/2018;1600;30.2
27/09/2018;1700;30.7
27/09/2018;1800;31.3
27/09/2018;1900;31.3
27/09/2018;2000;30.7
27/09/2018;2100;29
27/09/2018;2200;27.5
27/09/2018;2300;26
28/09/2018;0;25.5
28/09/2018;100;24.8
28/09/2018;200;24.2
28/09/2018;300;23.7
28/09/2018;400;23.3
28/09/2018;500;23
28/09/2018;600;22.6
28/09/2018;700;22.5
28/09/2018;800;22.5
28/09/2018;900;22.4
28/09/2018;1000;23.4
28/09/2018;1100;25.8
28/09/2018;1200;27.6
28/09/2018;1300;28.2
28/09/2018;1400;27.8
28/09/2018;1500;30.5
28/09/2018;1600;30.8
28/09/2018;1700;31.4
28/09/2018;1800;31.7
28/09/2018;1900;31.9
28/09/2018;2000;31.8
28/09/2018;2100;28.9
28/09/2018;2200;28.2
28/09/2018;2300;25.3
29/09/2018;0;24.5
29/09/2018;100;23.9
29/09/2018;200;23.2
29/09/2018;300;22.9
29/09/2018;400;22.3
29/09/2018;500;21.3
29/09/2018;600;21
29/09/2018;700;21.3
29/09/2018;800;21.4
29/09/2018;900;21.4
29/09/2018;1000;21.5
29/09/2018;1100;23.2
29/09/2018;1200;25.7
29/09/2018;1300;26.8
29/09/2018;1400;28.1
29/09/2018;1500;29.6
29/09/2018;1600;30.1
29/09/2018;1700;30.3
29/09/2018;1800;30
29/09/2018;1900;28
29/09/2018;2000;25.6
29/09/2018;2100;24
29/09/2018;2200;23.2
29/09/2018;2300;22.9
30/09/2018;0;22.4
30/09/2018;100;22.2
30/09/2018;200;22.1
30/09/2018;300;21.7
30/09/2018;400;21.3
30/09/2018;500;21.5
30/09/2018;600;21.5
30/09/2018;700;21.5
30/09/2018;800;21.4
30/09/2018;900;21.2
30/09/2018;1000;21.3
30/09/2018;1100;21.7
30/09/2018;1200;23.1
30/09/2018;1300;25
30/09/2018;1400;26.2
30/09/2018;1500;25.2
30/09/2018;1600;25.3
30/09/2018;1700;25.6
30/09/2018;1800;25.3
30/09/2018;1900;25.5
30/09/2018;2000;25.4
30/09/2018;2100;25.3
30/09/2018;2200;24.5
30/09/2018;2300;23.9
01/10/2018;0;23.1
01/10/2018;100;22.7
01/10/2018;200;22.3
01/10/2018;300;22.2
01/10/2018;400;22.2
01/10/2018;500;22.2
01/10/2018;600;22
01/10/2018;700;21.7
01/10/2018;800;21.7
01/10/2018;900;21.1
01/10/2018;1000;20.6
01/10/2018;1100;22.2
01/10/2018;1200;24.6
01/10/2018;1300;25.2
01/10/2018;1400;25.7
01/10/2018;1500;27.5
01/10/2018;1600;28.8
01/10/2018;1700;29.4
01/10/2018;1800;29.9
01/10/2018;1900;30.2
01/10/2018;2000;28.6
01/10/2018;2100;27.8
01/10/2018;2200;20.7
01/10/2018;2300;19.8
02/10/2018;0;19.2
02/10/2018;100;19.8
02/10/2018;200;19.7
02/10/2018;300;19.7
02/10/2018;400;19.3
02/10/2018;500;18.9
02/10/2018;600;18.9
02/10/2018;700;19.3
02/10/2018;800;19.2
02/10/2018;900;19.1
02/10/2018;1000;19.8
02/10/2018;1100;20.4
02/10/2018;1200;21.5
02/10/2018;1300;25.9
02/10/2018;1400;27.6
02/10/2018;1500;28.3
02/10/2018;1600;29.3
02/10/2018;1700;30.2
02/10/2018;1800;30.2
02/10/2018;1900;30.7
02/10/2018;2000;28.4
02/10/2018;2100;26
02/10/2018;2200;24.6
02/10/2018;2300;24.3
03/10/2018;0;24
03/10/2018;100;23.5
03/10/2018;200;22.9
03/10/2018;300;22.6
03/10/2018;400;22.4
03/10/2018;500;21.7
03/10/2018;600;20.6
03/10/2018;700;19.3
03/10/2018;800;19.6
03/10/2018;900;19.9
03/10/2018;1000;21.9
03/10/2018;1100;24.5
03/10/2018;1200;26.6
03/10/2018;1300;28.3
03/10/2018;1400;29.9
03/10/2018;1500;31.2
03/10/2018;1600;31.7
03/10/2018;1700;32.3
03/10/2018;1800;32.6
03/10/2018;1900;31.2
03/10/2018;2000;30.6
03/10/2018;2100;29.3
03/10/2018;2200;28.4
03/10/2018;2300;27.1
04/10/2018;0;26.2
04/10/2018;100;25.6
04/10/2018;200;25.2
04/10/2018;300;24.6
04/10/2018;400;24.3
04/10/2018;500;24.1
04/10/2018;600;23.5
04/10/2018;700;23.1
04/10/2018;800;22.9
04/10/2018;900;21.9
04/10/2018;1000;23.7
04/10/2018;1100;26.6
04/10/2018;1200;28.1
04/10/2018;1300;29.9
04/10/2018;1400;31.9
04/10/2018;1500;32.7
04/10/2018;1600;33.6
04/10/2018;1700;33.9
04/10/2018;1800;32.9
04/10/2018;1900;29.7
04/10/2018;2000;28.3
04/10/2018;2100;26.4
04/10/2018;2200;26.1
04/10/2018;2300;26.7
05/10/2018;0;26.5
05/10/2018;100;25.2
05/10/2018;200;24.9
05/10/2018;300;23.5
05/10/2018;400;23.8
05/10/2018;500;23.5
05/10/2018;600;23
05/10/2018;700;22.5
05/10/2018;800;22.1
05/10/2018;900;21.6
05/10/2018;1000;22.8
05/10/2018;1100;24.5
05/10/2018;1200;25.6
05/10/2018;1300;27.1
05/10/2018;1400;28.8
05/10/2018;1500;29.6
05/10/2018;1600;30.1
05/10/2018;1700;30.8
05/10/2018;1800;30.3
05/10/2018;1900;29.5
05/10/2018;2000;27.5
05/10/2018;2100;26.7
05/10/2018;2200;25.9
05/10/2018;2300;24.7
06/10/2018;0;24.2
06/10/2018;100;23.6
06/10/2018;200;23.3
06/10/2018;300;23
06/10/2018;400;22.6
06/10/2018;500;22.5
06/10/2018;600;22.1
06/10/2018;700;21.8
06/10/2018;800;21.6
06/10/2018;900;21.3
06/10/2018;1000;20.9
06/10/2018;1100;20.8
06/10/2018;1200;22.6
06/10/2018;1300;23
06/10/2018;1400;23.6
06/10/2018;1500;25.4
06/10/2018;1600;25.9
06/10/2018;1700;26.6
06/10/2018;1800;26.8
06/10/2018;1900;26.7
06/10/2018;2000;24.4
06/10/2018;2100;23
06/10/2018;2200;21.4
06/10/2018;2300;21
07/10/2018;0;20.6
07/10/2018;100;20.5
07/10/2018;200;20.3
07/10/2018;300;20.2
07/10/2018;400;20.1
07/10/2018;500;20.1
07/10/2018;600;20
07/10/2018;700;19.7
07/10/2018;800;19.6
07/10/2018;900;19.5
07/10/2018;1000;19.6
07/10/2018;1100;20
07/10/2018;1200;20
07/10/2018;1300;19.9
07/10/2018;1400;20
07/10/2018;1500;19.7
07/10/2018;1600;21.7
07/10/2018;1700;22.7
07/10/2018;1800;24
07/10/2018;1900;25
07/10/2018;2000;24.3
07/10/2018;2100;23.7
07/10/2018;2200;22.4
07/10/2018;2300;21.9
08/10/2018;0;21.7
08/10/2018;100;20.9
08/10/2018;200;20.5
08/10/2018;300;20.4
08/10/2018;400;20.1
08/10/2018;500;19.7
08/10/2018;600;19.4
08/10/2018;700;19.1
08/10/2018;800;19.2
08/10/2018;900;19.2
08/10/2018;1000;20.9
08/10/2018;1100;22.9
08/10/2018;1200;24.7
08/10/2018;1300;25.9
08/10/2018;1400;27.7
08/10/2018;1500;28.3
08/10/2018;1600;29.6
08/10/2018;1700;30.2
08/10/2018;1800;30.3
08/10/2018;1900;29.6
08/10/2018;2000;27.6
08/10/2018;2100;27.2
08/10/2018;2200;26.3
08/10/2018;2300;25.1
09/10/2018;0;24
09/10/2018;100;23.4
09/10/2018;200;22.9
09/10/2018;300;22.6
09/10/2018;400;22.3
09/10/2018;500;21.9
09/10/2018;600;21.3
09/10/2018;700;20.7
09/10/2018;800;20.2
09/10/2018;900;20
09/10/2018;1000;21.1
09/10/2018;1100;22.2
09/10/2018;1200;23.1
09/10/2018;1300;25.6
09/10/2018;1400;27
09/10/2018;1500;29.4
09/10/2018;1600;29.5
09/10/2018;1700;31.1
09/10/2018;1800;29.4
09/10/2018;1900;27.9
09/10/2018;2000;27.1
09/10/2018;2100;26.3
09/10/2018;2200;25.6
09/10/2018;2300;25.9
10/10/2018;0;24.8
10/10/2018;100;24.1
10/10/2018;200;23.6
10/10/2018;300;23.4
10/10/2018;400;23.2
10/10/2018;500;23.2
10/10/2018;600;23.2
10/10/2018;700;22.9
10/10/2018;800;22.5
10/10/2018;900;22.6
10/10/2018;1000;23.2
10/10/2018;1100;25.1
10/10/2018;1200;26.7
10/10/2018;1300;28
10/10/2018;1400;29.6
10/10/2018;1500;31.6
10/10/2018;1600;32
10/10/2018;1700;31.1
10/10/2018;1800;30.1
10/10/2018;1900;29.3
10/10/2018;2000;28.6
10/10/2018;2100;28
10/10/2018;2200;27.5
10/10/2018;2300;26.8
11/10/2018;0;26.4
11/10/2018;100;26.3
11/10/2018;200;26.3
11/10/2018;300;25.8
11/10/2018;400;25.4
11/10/2018;500;24.8
11/10/2018;600;24.7
11/10/2018;700;24.3
11/10/2018;800;24.1
11/10/2018;900;23.9
11/10/2018;1000;23.5
11/10/2018;1100;23.9
11/10/2018;1200;25.4
11/10/2018;1300;27.6
11/10/2018;1400;29.1
11/10/2018;1500;31
11/10/2018;1600;32.1
11/10/2018;1700;32.3
11/10/2018;1800;32.3
11/10/2018;1900;30.1
11/10/2018;2000;29
11/10/2018;2100;27.7
11/10/2018;2200;26.8
11/10/2018;2300;26.2
12/10/2018;0;26
12/10/2018;100;25.2
12/10/2018;200;24.7
12/10/2018;300;24.2
12/10/2018;400;24.1
12/10/2018;500;23.9
12/10/2018;600;23.5
12/10/2018;700;23.1
12/10/2018;800;22.7
12/10/2018;900;22.3
12/10/2018;1000;22.3
12/10/2018;1100;22.9
12/10/2018;1200;24
12/10/2018;1300;24.8
12/10/2018;1400;27.2
12/10/2018;1500;28.5
12/10/2018;1600;28.5
12/10/2018;1700;28.3
12/10/2018;1800;27.2
