data;hora;temperatura_maxima
24/11/2015;1800;25.5
24/11/2015;1900;25.5
24/11/2015;2000;24.5
24/11/2015;2100;24
24/11/2015;2200;22.8
24/11/2015;2300;22.3
25/11/2015;0;22.4
25/11/2015;100;21.3
25/11/2015;200;21
25/11/2015;300;20.2
25/11/2015;400;20
25/11/2015;500;20.3
25/11/2015;600;20.5
25/11/2015;700;20.5
25/11/2015;800;19.5
25/11/2015;900;19.9
25/11/2015;1000;20.5
25/11/2015;1100;21.7
25/11/2015;1200;23.2
25/11/2015;1300;23.4
25/11/2015;1400;25
25/11/2015;1500;27.1
25/11/2015;1600;28.4
25/11/2015;1700;27.8
25/11/2015;1800;28.2
25/11/2015;1900;28.2
25/11/2015;2000;28.7
25/11/2015;2100;27
25/11/2015;2200;26
25/11/2015;2300;24.7
26/11/2015;0;24.4
26/11/2015;100;24.2
26/11/2015;200;23.5
26/11/2015;300;23.1
26/11/2015;400;21.7
26/11/2015;500;21.3
26/11/2015;600;20.6
26/11/2015;700;20.4
26/11/2015;800;19.3
26/11/2015;900;21.2
26/11/2015;1000;22.3
26/11/2015;1100;25
26/11/2015;1200;26.4
26/11/2015;1300;27
26/11/2015;1400;28.4
26/11/2015;1500;28.9
26/11/2015;1600;29.1
26/11/2015;1700;29.8
26/11/2015;1800;29.8
26/11/2015;1900;29.1
26/11/2015;2000;28.5
26/11/2015;2100;27.6
26/11/2015;2200;26.7
26/11/2015;2300;26.3
27/11/2015;0;25.1
27/11/2015;100;24.5
27/11/2015;200;24.2
27/11/2015;300;23.5
27/11/2015;400;22.9
27/11/2015;500;22.4
27/11/2015;600;21.9
27/11/2015;700;21.4
27/11/2015;800;20.9
27/11/2015;900;20.9
27/11/2015;1000;22
27/11/2015;1100;23.5
27/11/2015;1200;24.7
27/11/2015;1300;24.8
27/11/2015;1400;25.7
27/11/2015;1500;26.9
27/11/2015;1600;27.3
27/11/2015;1700;27.6
27/11/2015;1800;27.6
27/11/2015;1900;27.9
27/11/2015;2000;26.9
27/11/2015;2100;25.7
27/11/2015;2200;24.1
27/11/2015;2300;22.9
28/11/2015;0;22
28/11/2015;100;21.8
28/11/2015;200;21.4
28/11/2015;300;21.1
28/11/2015;400;20.5
28/11/2015;500;20.2
28/11/2015;600;20
28/11/2015;700;19.9
28/11/2015;800;19.7
28/11/2015;900;20.2
28/11/2015;1000;22.3
28/11/2015;1100;24
28/11/2015;1200;25.3
28/11/2015;1300;26.1
28/11/2015;1400;27.2
28/11/2015;1500;29.1
28/11/2015;1600;29
28/11/2015;1700;29.9
28/11/2015;1800;30.8
28/11/2015;1900;30.3
28/11/2015;2000;30.4
28/11/2015;2100;28.7
28/11/2015;2200;26.7
28/11/2015;2300;26.3
29/11/2015;0;25.8
29/11/2015;100;24.7
29/11/2015;200;24.4
29/11/2015;300;24.4
29/11/2015;400;23.8
29/11/2015;500;23.4
29/11/2015;600;23.3
29/11/2015;700;23.1
29/11/2015;800;22.8
29/11/2015;900;23.7
29/11/2015;1000;24.8
29/11/2015;1100;26.7
29/11/2015;1200;27.1
29/11/2015;1300;28.6
29/11/2015;1400;29.7
29/11/2015;1500;30.6
29/11/2015;1600;26.6
29/11/2015;1700;26.4
29/11/2015;1800;29.4
29/11/2015;1900;30
29/11/2015;2000;29.7
29/11/2015;2100;22.9
29/11/2015;2200;21.1
29/11/2015;2300;21.3
30/11/2015;0;21.4
30/11/2015;100;21.8
30/11/2015;200;21.4
30/11/2015;300;21
30/11/2015;400;20.9
30/11/2015;500;20.9
30/11/2015;600;21.4
30/11/2015;700;21.3
30/11/2015;800;21.4
30/11/2015;900;21.5
30/11/2015;1000;23.4
30/11/2015;1100;23.5
30/11/2015;1200;26.7
30/11/2015;1300;27.5
30/11/2015;1400;29
30/11/2015;1500;29.7
30/11/2015;1600;30.3
30/11/2015;1700;31.6
30/11/2015;1800;32.2
30/11/2015;1900;32.5
30/11/2015;2000;31.9
30/11/2015;2100;30.9
30/11/2015;2200;29.3
30/11/2015;2300;28.1
01/12/2015;0;27.2
01/12/2015;100;26.8
01/12/2015;200;25.5
01/12/2015;300;24.5
01/12/2015;400;24.3
01/12/2015;500;24
01/12/2015;600;21
01/12/2015;700;21.1
01/12/2015;800;21.4
01/12/2015;900;21.1
01/12/2015;1000;21.3
01/12/2015;1100;22.1
01/12/2015;1200;23.8
01/12/2015;1300;24.9
01/12/2015;1400;25.5
01/12/2015;1500;26.7
01/12/2015;1600;28.9
01/12/2015;1700;29.1
01/12/2015;1800;30.6
01/12/2015;1900;30.6
01/12/2015;2000;28.2
01/12/2015;2100;27.8
01/12/2015;2200;26.4
01/12/2015;2300;25.5
02/12/2015;0;25.2
02/12/2015;100;25
02/12/2015;200;24.6
02/12/2015;300;24.1
02/12/2015;400;23.1
02/12/2015;500;23.1
02/12/2015;600;23
02/12/2015;700;22.8
02/12/2015;800;22.7
02/12/2015;900;23
02/12/2015;1000;24.4
02/12/2015;1100;25.6
02/12/2015;1200;26
02/12/2015;1300;27.7
02/12/2015;1400;29
02/12/2015;1500;29.4
02/12/2015;1600;30.9
02/12/2015;1700;29
02/12/2015;1800;27
02/12/2015;1900;25.9
02/12/2015;2000;25.4
02/12/2015;2100;21.7
02/12/2015;2200;21.8
02/12/2015;2300;21.6
03/12/2015;0;21.3
03/12/2015;100;21.3
03/12/2015;200;21.2
03/12/2015;300;21.1
03/12/2015;400;20.8
03/12/2015;500;20.7
03/12/2015;600;20.9
03/12/2015;700;21
03/12/2015;800;21
03/12/2015;900;20.6
03/12/2015;1000;21.3
03/12/2015;1100;22.3
03/12/2015;1200;24.4
03/12/2015;1300;26.3
03/12/2015;1400;27.8
03/12/2015;1500;28
03/12/2015;1600;29.8
03/12/2015;1700;30.2
03/12/2015;1800;30.8
03/12/2015;1900;30.9
03/12/2015;2000;30.1
03/12/2015;2100;30
03/12/2015;2200;27.7
03/12/2015;2300;26.4
04/12/2015;0;25.5
04/12/2015;100;25.7
04/12/2015;200;24.4
04/12/2015;300;22.7
04/12/2015;400;22.3
04/12/2015;500;21.4
04/12/2015;600;21
04/12/2015;700;20.8
04/12/2015;800;19.9
04/12/2015;900;20
04/12/2015;1000;22.7
04/12/2015;1100;24.2
04/12/2015;1200;25.6
04/12/2015;1300;26.7
04/12/2015;1400;27.2
04/12/2015;1500;29.1
04/12/2015;1600;29.9
04/12/2015;1700;30.9
04/12/2015;1800;30.8
04/12/2015;1900;31.4
04/12/2015;2000;31.2
04/12/2015;2100;30
04/12/2015;2200;28.3
04/12/2015;2300;28
05/12/2015;0;26.7
05/12/2015;100;21.8
05/12/2015;200;20.1
05/12/2015;300;19.8
05/12/2015;400;19.9
05/12/2015;500;19.9
05/12/2015;600;19.6
05/12/2015;700;19.3
05/12/2015;800;19.4
05/12/2015;900;19.8
05/12/2015;1000;20.3
05/12/2015;1100;22.3
05/12/2015;1200;24.8
05/12/2015;1300;25.7
05/12/2015;1400;27.3
05/12/2015;1500;28.3
05/12/2015;1600;29.6
05/12/2015;1700;30.2
05/12/2015;1800;30.5
05/12/2015;1900;30.1
05/12/2015;2000;29.3
05/12/2015;2100;27.7
05/12/2015;2200;23.7
05/12/2015;2300;23.5
06/12/2015;0;23.5
06/12/2015;100;23.1
06/12/2015;200;23
06/12/2015;300;22.4
06/12/2015;400;21.9
06/12/2015;500;21.4
06/12/2015;600;21
06/12/2015;700;21
06/12/2015;800;20.8
06/12/2015;900;20.9
06/12/2015;1000;22.5
06/12/2015;1100;22.9
06/12/2015;1200;22.6
06/12/2015;1300;25
06/12/2015;1400;26.2
06/12/2015;1500;27.1
06/12/2015;1600;27.3
06/12/2015;1700;28.7
06/12/2015;1800;28.7
06/12/2015;1900;28.4
06/12/2015;2000;28.2
06/12/2015;2100;27
06/12/2015;2200;25.6
06/12/2015;2300;24.8
07/12/2015;0;24.1
07/12/2015;100;24.3
07/12/2015;200;24.1
07/12/2015;300;23.7
07/12/2015;400;20.4
07/12/2015;500;20.3
07/12/2015;600;20.2
07/12/2015;700;20
07/12/2015;800;19.9
07/12/2015;900;20.1
07/12/2015;1000;21
07/12/2015;1100;22.4
07/12/2015;1200;23.9
07/12/2015;1300;25.5
07/12/2015;1400;28
07/12/2015;1500;28.5
07/12/2015;1600;29.5
07/12/2015;1700;29.9
07/12/2015;1800;30.4
07/12/2015;1900;30.2
07/12/2015;2000;29.2
07/12/2015;2100;28.1
07/12/2015;2200;26.7
07/12/2015;2300;26.3
08/12/2015;0;23.7
08/12/2015;100;22.8
08/12/2015;200;22.4
08/12/2015;300;21.8
08/12/2015;400;19.2
08/12/2015;500;19.4
08/12/2015;600;19.4
08/12/2015;700;19.1
08/12/2015;800;19.1
08/12/2015;900;19.4
08/12/2015;1000;20.3
08/12/2015;1100;22.9
08/12/2015;1200;25
08/12/2015;1300;26.5
08/12/2015;1400;28.2
08/12/2015;1500;28.6
08/12/2015;1600;28.8
08/12/2015;1700;29.7
08/12/2015;1800;29.2
08/12/2015;1900;29.5
08/12/2015;2000;27.3
08/12/2015;2100;26.2
08/12/2015;2200;22.6
08/12/2015;2300;22.2
09/12/2015;0;22
09/12/2015;100;21.6
09/12/2015;200;21.5
09/12/2015;300;21.7
09/12/2015;400;21.8
09/12/2015;500;21.3
09/12/2015;600;21.3
09/12/2015;700;21.5
09/12/2015;800;21.6
09/12/2015;900;21.6
09/12/2015;1000;22.9
09/12/2015;1100;23
09/12/2015;1200;22
09/12/2015;1300;20.9
09/12/2015;1400;22.2
09/12/2015;1500;23.9
09/12/2015;1600;25.4
09/12/2015;1700;25.9
09/12/2015;1800;24.7
09/12/2015;1900;25.1
09/12/2015;2000;26
09/12/2015;2100;26.1
09/12/2015;2200;23.8
09/12/2015;2300;23.6
10/12/2015;0;23
10/12/2015;100;22.5
10/12/2015;200;22.4
10/12/2015;300;22.1
10/12/2015;400;21.7
10/12/2015;500;21.6
10/12/2015;600;21.3
10/12/2015;700;21.5
10/12/2015;800;21.9
10/12/2015;900;22
10/12/2015;1000;23.4
10/12/2015;1100;24.4
10/12/2015;1200;26.3
10/12/2015;1300;27.3
10/12/2015;1400;28.6
10/12/2015;1500;29.6
10/12/2015;1600;29.7
10/12/2015;1700;30.3
10/12/2015;1800;30.7
10/12/2015;1900;28.1
10/12/2015;2000;29.3
10/12/2015;2100;27.3
10/12/2015;2200;20.6
10/12/2015;2300;20.6
11/12/2015;0;20.3
11/12/2015;100;20
11/12/2015;200;20.1
11/12/2015;300;20
11/12/2015;400;19.8
11/12/2015;500;19.6
11/12/2015;600;19.7
11/12/2015;700;19.7
11/12/2015;800;19.8
11/12/2015;900;20
11/12/2015;1000;20.9
11/12/2015;1100;24.4
11/12/2015;1200;25.7
11/12/2015;1300;27.6
11/12/2015;1400;28.9
11/12/2015;1500;29.2
11/12/2015;1600;30.2
11/12/2015;1700;30.3
11/12/2015;1800;29.2
11/12/2015;1900;30.3
11/12/2015;2000;29.3
11/12/2015;2100;28
11/12/2015;2200;27.2
11/12/2015;2300;24.4
12/12/2015;0;23.1
12/12/2015;100;22.6
12/12/2015;200;22.4
12/12/2015;300;21.6
12/12/2015;400;21.2
12/12/2015;500;21.5
12/12/2015;600;21.8
12/12/2015;700;21
12/12/2015;800;21
12/12/2015;900;21.9
12/12/2015;1000;22.6
12/12/2015;1100;23
12/12/2015;1200;24.6
12/12/2015;1300;26
12/12/2015;1400;27.1
12/12/2015;1500;29.4
12/12/2015;1600;30.4
12/12/2015;1700;31
12/12/2015;1800;31
12/12/2015;1900;30.1
12/12/2015;2000;29.9
12/12/2015;2100;29
12/12/2015;2200;27.5
12/12/2015;2300;26.6
13/12/2015;0;26.2
13/12/2015;100;25.5
13/12/2015;200;25.1
13/12/2015;300;24.8
13/12/2015;400;24.2
13/12/2015;500;23.9
13/12/2015;600;23.7
13/12/2015;700;23.7
13/12/2015;800;23.4
13/12/2015;900;23.4
13/12/2015;1000;23.5
13/12/2015;1100;24.2
13/12/2015;1200;26.6
13/12/2015;1300;27.9
13/12/2015;1400;29.6
13/12/2015;1500;29.1
13/12/2015;1600;29
13/12/2015;1700;28.7
13/12/2015;1800;28.8
13/12/2015;1900;27.6
13/12/2015;2000;27.1
13/12/2015;2100;26.1
13/12/2015;2200;25.6
13/12/2015;2300;24.8
14/12/2015;0;22.9
14/12/2015;100;20.9
14/12/2015;200;20.7
14/12/2015;300;20.8
14/12/2015;400;20.1
14/12/2015;500;19.8
14/12/2015;600;19.6
14/12/2015;700;19.7
14/12/2015;800;20.2
14/12/2015;900;20
14/12/2015;1000;22.4
14/12/2015;1100;23.2
14/12/2015;1200;25.8
14/12/2015;1300;26.7
14/12/2015;1400;28.1
14/12/2015;1500;29
14/12/2015;1600;29.9
14/12/2015;1700;30.1
14/12/2015;1800;30.4
14/12/2015;1900;30.3
14/12/2015;2000;29.9
14/12/2015;2100;28.6
14/12/2015;2200;27.2
14/12/2015;2300;26.2
15/12/2015;0;25.4
15/12/2015;100;25.3
15/12/2015;200;24
15/12/2015;300;23.4
15/12/2015;400;22.9
15/12/2015;500;22.6
15/12/2015;600;22.6
15/12/2015;700;22.4
15/12/2015;800;22.3
15/12/2015;900;22
15/12/2015;1000;23.2
15/12/2015;1100;25.1
15/12/2015;1200;26.6
15/12/2015;1300;28.3
15/12/2015;1400;29.5
15/12/2015;1500;29.9
15/12/2015;1600;31.4
15/12/2015;1700;31.3
15/12/2015;1800;29.6
15/12/2015;1900;30.8
15/12/2015;2000;29.4
15/12/2015;2100;29.1
15/12/2015;2200;27.3
15/12/2015;2300;27.2
16/12/2015;0;26.5
16/12/2015;100;25.8
16/12/2015;200;24.7
16/12/2015;300;24.3
16/12/2015;400;23.9
16/12/2015;500;23.8
16/12/2015;600;23.9
16/12/2015;700;22.7
16/12/2015;800;22.6
16/12/2015;900;23.1
16/12/2015;1000;25
16/12/2015;1100;25.9
16/12/2015;1200;27.1
16/12/2015;1300;29.1
16/12/2015;1400;30.1
16/12/2015;1500;30.5
16/12/2015;1600;31.6
16/12/2015;1700;31.5
16/12/2015;1800;31.5
16/12/2015;1900;30.7
16/12/2015;2000;30.5
16/12/2015;2100;28.9
16/12/2015;2200;28.2
16/12/2015;2300;25.4
17/12/2015;0;25.5
17/12/2015;100;25.5
17/12/2015;200;25.1
17/12/2015;300;24.7
17/12/2015;400;24
17/12/2015;500;23.7
17/12/2015;600;23.4
17/12/2015;700;23.2
17/12/2015;800;22.6
17/12/2015;900;22.3
17/12/2015;1000;23.8
17/12/2015;1100;25.2
17/12/2015;1200;26.5
17/12/2015;1300;27.9
17/12/2015;1400;28.6
17/12/2015;1500;29.6
17/12/2015;1600;30.3
17/12/2015;1700;31.4
17/12/2015;1800;31.5
17/12/2015;1900;28.8
17/12/2015;2000;28.5
17/12/2015;2100;23.2
17/12/2015;2200;23.4
17/12/2015;2300;24.5
18/12/2015;0;24.7
18/12/2015;100;24.4
18/12/2015;200;23.9
18/12/2015;300;22.2
18/12/2015;400;22.3
18/12/2015;500;22
18/12/2015;600;21.8
18/12/2015;700;22
18/12/2015;800;21.7
18/12/2015;900;21.8
18/12/2015;1000;23.2
18/12/2015;1100;25
18/12/2015;1200;25.7
18/12/2015;1300;27.1
18/12/2015;1400;28.4
18/12/2015;1500;28.7
18/12/2015;1600;30.6
18/12/2015;1700;29.4
18/12/2015;1800;24.4
18/12/2015;1900;19.5
18/12/2015;2000;19.6
18/12/2015;2100;20.4
18/12/2015;2200;19.8
18/12/2015;2300;19.9
19/12/2015;0;20.3
19/12/2015;100;20
19/12/2015;200;19.9
19/12/2015;300;18.9
19/12/2015;400;18.9
19/12/2015;500;18.7
19/12/2015;600;18.7
19/12/2015;700;18.5
19/12/2015;800;18.4
19/12/2015;900;18.9
19/12/2015;1000;21
19/12/2015;1100;23.5
19/12/2015;1200;26.5
19/12/2015;1300;27.3
19/12/2015;1400;28.6
19/12/2015;1500;29.5
19/12/2015;1600;30.2
19/12/2015;1700;30.2
19/12/2015;1800;31.1
19/12/2015;1900;30.9
19/12/2015;2000;28.5
19/12/2015;2100;28.3
19/12/2015;2200;26.3
19/12/2015;2300;23.8
20/12/2015;0;24.2
20/12/2015;100;24.1
20/12/2015;200;23.6
20/12/2015;300;23.1
20/12/2015;400;22.4
20/12/2015;500;22.1
20/12/2015;600;21.1
20/12/2015;700;20.6
20/12/2015;800;20.7
20/12/2015;900;21.4
20/12/2015;1000;22.9
20/12/2015;1100;24.5
20/12/2015;1200;26.8
20/12/2015;1300;27.8
20/12/2015;1400;29.1
20/12/2015;1500;30
20/12/2015;1600;30.4
20/12/2015;1700;29.9
20/12/2015;1800;24.7
20/12/2015;1900;25.8
20/12/2015;2000;26.7
20/12/2015;2100;26.1
20/12/2015;2200;25.6
20/12/2015;2300;25.2
21/12/2015;0;24.6
21/12/2015;100;23.6
21/12/2015;200;23.7
21/12/2015;300;24.2
21/12/2015;400;24.1
21/12/2015;500;23.3
21/12/2015;600;23.1
21/12/2015;700;22.1
21/12/2015;800;22.2
21/12/2015;900;21.6
21/12/2015;1000;22.2
21/12/2015;1100;24.1
21/12/2015;1200;25.3
21/12/2015;1300;26.9
21/12/2015;1400;27.3
21/12/2015;1500;28.1
21/12/2015;1600;29.1
21/12/2015;1700;28.6
21/12/2015;1800;28.9
21/12/2015;1900;29
21/12/2015;2000;27.2
21/12/2015;2100;26.5
21/12/2015;2200;26.1
21/12/2015;2300;25.3
22/12/2015;0;24.8
22/12/2015;100;24.1
22/12/2015;200;23.6
22/12/2015;300;23.2
22/12/2015;400;22.7
22/12/2015;500;22.7
22/12/2015;600;22.6
22/12/2015;700;22.2
22/12/2015;800;21.6
22/12/2015;900;21
22/12/2015;1000;23.2
22/12/2015;1100;24.4
22/12/2015;1200;26.1
22/12/2015;1300;27.2
22/12/2015;1400;27.9
22/12/2015;1500;29.3
22/12/2015;1600;29.9
22/12/2015;1700;30.2
22/12/2015;1800;30.5
22/12/2015;1900;30.1
22/12/2015;2000;29.3
22/12/2015;2100;28
22/12/2015;2200;26.6
22/12/2015;2300;25.3
23/12/2015;0;24.6
23/12/2015;100;24.1
23/12/2015;200;23.6
23/12/2015;300;23.4
23/12/2015;400;23.3
23/12/2015;500;23
23/12/2015;600;22.7
23/12/2015;700;22
23/12/2015;800;21
23/12/2015;900;21
23/12/2015;1000;22.6
23/12/2015;1100;24.3
23/12/2015;1200;25.8
23/12/2015;1300;27
23/12/2015;1400;28.2
23/12/2015;1500;29.4
23/12/2015;1600;29.7
23/12/2015;1700;30
23/12/2015;1800;29.8
23/12/2015;1900;29.5
23/12/2015;2000;29.4
23/12/2015;2100;28.5
23/12/2015;2200;27.4
23/12/2015;2300;26
24/12/2015;0;25.2
24/12/2015;100;24.7
24/12/2015;200;23.7
24/12/2015;300;23.1
24/12/2015;400;22.8
24/12/2015;500;22.4
24/12/2015;600;22.3
24/12/2015;700;22
24/12/2015;800;21.4
24/12/2015;900;20.8
24/12/2015;1000;22.6
24/12/2015;1100;24.2
24/12/2015;1200;25.1
24/12/2015;1300;25.9
24/12/2015;1400;27.4
24/12/2015;1500;28.5
24/12/2015;1600;29.3
24/12/2015;1700;30
24/12/2015;1800;30.7
24/12/2015;1900;30.8
24/12/2015;2000;30.6
24/12/2015;2100;29.9
24/12/2015;2200;27.8
24/12/2015;2300;26.6
25/12/2015;0;26
25/12/2015;100;25.5
25/12/2015;200;24.9
25/12/2015;300;24.2
25/12/2015;400;23.8
25/12/2015;500;23.8
25/12/2015;600;23.5
25/12/2015;700;23.5
25/12/2015;800;23.4
25/12/2015;900;22.6
25/12/2015;1000;23.7
25/12/2015;1100;25.7
25/12/2015;1200;27.2
25/12/2015;1300;28.6
25/12/2015;1400;29
25/12/2015;1500;29.9
25/12/2015;1600;30.7
25/12/2015;1700;29.6
25/12/2015;1800;27.4
25/12/2015;1900;25.5
25/12/2015;2000;25
25/12/2015;2100;24.6
25/12/2015;2200;22.7
25/12/2015;2300;22.8
26/12/2015;0;22.8
26/12/2015;100;21.8
26/12/2015;200;21.8
26/12/2015;300;21.6
26/12/2015;400;21.7
26/12/2015;500;21.6
26/12/2015;600;20.6
26/12/2015;700;20.7
26/12/2015;800;21.3
26/12/2015;900;21.4
26/12/2015;1000;22.3
26/12/2015;1100;23.3
26/12/2015;1200;25.8
26/12/2015;1300;27
26/12/2015;1400;28.5
26/12/2015;1500;29.5
26/12/2015;1600;30.1
26/12/2015;1700;28.6
26/12/2015;1800;24.4
26/12/2015;1900;20.1
26/12/2015;2000;21.8
26/12/2015;2100;21.3
26/12/2015;2200;20.4
26/12/2015;2300;20.7
27/12/2015;0;21.1
27/12/2015;100;21.2
27/12/2015;200;20.9
27/12/2015;300;20.7
27/12/2015;400;20.5
27/12/2015;500;20.6
27/12/2015;600;20
27/12/2015;700;19.6
27/12/2015;800;19
27/12/2015;900;19.1
27/12/2015;1000;20.8
27/12/2015;1100;20.7
27/12/2015;1200;20.9
27/12/2015;1300;22.6
27/12/2015;1400;22.2
27/12/2015;1500;23
27/12/2015;1600;23.8
27/12/2015;1700;26.4
27/12/2015;1800;26.7
27/12/2015;1900;26.8
27/12/2015;2000;26.8
27/12/2015;2100;24.9
27/12/2015;2200;24.1
27/12/2015;2300;23.3
28/12/2015;0;23.9
28/12/2015;100;23.4
28/12/2015;200;22.9
28/12/2015;300;22.9
28/12/2015;400;21.7
28/12/2015;500;21.3
28/12/2015;600;20.6
28/12/2015;700;20.4
28/12/2015;800;20.3
28/12/2015;900;20.4
28/12/2015;1000;20.7
28/12/2015;1100;22.8
28/12/2015;1200;23.3
28/12/2015;1300;23.7
28/12/2015;1400;25.2
28/12/2015;1500;25.8
28/12/2015;1600;26
28/12/2015;1700;26.1
28/12/2015;1800;26.6
28/12/2015;1900;27.9
28/12/2015;2000;27.7
28/12/2015;2100;26.5
28/12/2015;2200;25.2
28/12/2015;2300;24.8
29/12/2015;0;24.4
29/12/2015;100;23.3
29/12/2015;200;23.1
29/12/2015;300;22.5
29/12/2015;400;22
29/12/2015;500;21
29/12/2015;600;20.8
29/12/2015;700;20.8
29/12/2015;800;20.3
29/12/2015;900;21
29/12/2015;1000;22.8
29/12/2015;1100;24.3
29/12/2015;1200;24.2
29/12/2015;1300;25
29/12/2015;1400;25.4
29/12/2015;1500;26.1
29/12/2015;1600;26.7
29/12/2015;1700;27
29/12/2015;1800;25.8
29/12/2015;1900;27.3
29/12/2015;2000;27.3
29/12/2015;2100;25.7
29/12/2015;2200;24.9
29/12/2015;2300;24.6
30/12/2015;0;23.4
30/12/2015;100;22.8
30/12/2015;200;22.7
30/12/2015;300;22.6
30/12/2015;400;22.6
30/12/2015;500;22.6
30/12/2015;600;21.8
30/12/2015;700;21.6
30/12/2015;800;21.6
30/12/2015;900;21.7
30/12/2015;1000;22.7
30/12/2015;1100;24.5
30/12/2015;1200;25.8
30/12/2015;1300;26.9
30/12/2015;1400;26
30/12/2015;1500;28
30/12/2015;1600;27.1
30/12/2015;1700;25.7
30/12/2015;1800;26
30/12/2015;1900;24.5
30/12/2015;2000;18.3
30/12/2015;2100;19.4
30/12/2015;2200;18.6
30/12/2015;2300;18.4
31/12/2015;0;18.3
31/12/2015;100;18.4
31/12/2015;200;18.6
31/12/2015;300;18.5
31/12/2015;400;18.6
31/12/2015;500;18.2
31/12/2015;600;18.2
31/12/2015;700;18
31/12/2015;800;18.3
31/12/2015;900;18.2
31/12/2015;1000;20.3
31/12/2015;1100;24
31/12/2015;1200;26.1
31/12/2015;1300;27
31/12/2015;1400;28.1
31/12/2015;1500;28.9
31/12/2015;1600;30.2
31/12/2015;1700;30.7
31/12/2015;1800;30.9
31/12/2015;1900;30.3
31/12/2015;2000;31.1
31/12/2015;2100;30.4
31/12/2015;2200;29.4
31/12/2015;2300;26.1
01/01/2016;0;25.4
01/01/2016;100;25.2
01/01/2016;200;25
01/01/2016;300;25
01/01/2016;400;24.5
01/01/2016;500;23.8
01/01/2016;600;23.6
01/01/2016;700;22.4
01/01/2016;800;21.8
01/01/2016;900;20.9
01/01/2016;1000;23.1
01/01/2016;1100;25.6
01/01/2016;1200;27
01/01/2016;1300;28.5
01/01/2016;1400;29.7
01/01/2016;1500;30.8
01/01/2016;1600;31.1
01/01/2016;1700;31.6
01/01/2016;1800;32.1
01/01/2016;1900;31.6
01/01/2016;2000;29
01/01/2016;2100;28.9
01/01/2016;2200;28.3
01/01/2016;2300;27.5
02/01/2016;0;27.7
02/01/2016;100;26.9
02/01/2016;200;25.8
02/01/2016;300;24.8
02/01/2016;400;24.7
02/01/2016;500;23.9
02/01/2016;600;23.2
02/01/2016;700;22.6
02/01/2016;800;23.3
02/01/2016;900;23.2
02/01/2016;1000;23.7
02/01/2016;1100;24.8
02/01/2016;1200;27.9
02/01/2016;1300;29.6
02/01/2016;1400;31.5
02/01/2016;1500;31.9
02/01/2016;1600;29.1
02/01/2016;1700;21
02/01/2016;1800;22.2
02/01/2016;1900;22.2
02/01/2016;2000;24.3
02/01/2016;2100;24.3
02/01/2016;2200;23.7
02/01/2016;2300;23.8
03/01/2016;0;24
03/01/2016;100;23.2
03/01/2016;200;22.1
03/01/2016;300;21.9
03/01/2016;400;21.8
03/01/2016;500;21.4
03/01/2016;600;20.8
03/01/2016;700;20.4
03/01/2016;800;21.5
03/01/2016;900;21.7
03/01/2016;1000;22.7
03/01/2016;1100;24
03/01/2016;1200;25.2
03/01/2016;1300;25.1
03/01/2016;1400;25.3
03/01/2016;1500;26.9
03/01/2016;1600;27.7
03/01/2016;1700;25.9
03/01/2016;1800;25
03/01/2016;1900;23.7
03/01/2016;2000;23.8
03/01/2016;2100;23.6
03/01/2016;2200;23.3
03/01/2016;2300;20.6
04/01/2016;0;20.4
04/01/2016;100;19.9
04/01/2016;200;19.8
04/01/2016;300;20.3
04/01/2016;400;20.3
04/01/2016;500;20.3
04/01/2016;600;20.1
04/01/2016;700;19.8
04/01/2016;800;19.8
04/01/2016;900;19.8
04/01/2016;1000;20
04/01/2016;1100;20.5
04/01/2016;1200;21.1
04/01/2016;1300;22
04/01/2016;1400;22.9
04/01/2016;1500;24.8
04/01/2016;1600;25.4
04/01/2016;1700;26
04/01/2016;1800;25.9
04/01/2016;1900;24.1
04/01/2016;2000;22.2
04/01/2016;2100;21.2
04/01/2016;2200;20.7
04/01/2016;2300;20.6
05/01/2016;0;20.8
05/01/2016;100;20.6
05/01/2016;200;20.7
05/01/2016;300;20.4
05/01/2016;400;20.3
05/01/2016;500;19.9
05/01/2016;600;19.1
05/01/2016;700;18.8
05/01/2016;800;18.4
05/01/2016;900;18.6
05/01/2016;1000;19.6
05/01/2016;1100;21.2
05/01/2016;1200;22.7
05/01/2016;1300;24.2
05/01/2016;1400;25.3
05/01/2016;1500;26.4
05/01/2016;1600;27.5
05/01/2016;1700;27.4
05/01/2016;1800;26.1
05/01/2016;1900;25.9
05/01/2016;2000;27
05/01/2016;2100;25.8
05/01/2016;2200;24.1
05/01/2016;2300;23.1
06/01/2016;0;22.3
06/01/2016;100;22.4
06/01/2016;200;22.2
06/01/2016;300;21.4
06/01/2016;400;20.9
06/01/2016;500;20.2
06/01/2016;600;19.9
06/01/2016;700;19.6
06/01/2016;800;19.2
06/01/2016;900;19.5
06/01/2016;1000;20.8
06/01/2016;1100;22.5
06/01/2016;1200;23.9
06/01/2016;1300;25.6
06/01/2016;1400;26.8
06/01/2016;1500;28
06/01/2016;1600;28.3
06/01/2016;1700;29.3
06/01/2016;1800;29.8
06/01/2016;1900;30
06/01/2016;2000;29.6
06/01/2016;2100;27.6
06/01/2016;2200;26.5
06/01/2016;2300;26
07/01/2016;0;25.2
07/01/2016;100;24.9
07/01/2016;200;24.2
07/01/2016;300;23.6
07/01/2016;400;23.5
07/01/2016;500;22.9
07/01/2016;600;22.2
07/01/2016;700;21.8
07/01/2016;800;21.4
